uuid,sentence,sentence2,label
c9f4afc7-1bf8-11ea-8618-e0d55e7e3b80,您的多少，我加您也行,我加你吧。,1
c9f04568-1bf8-11ea-9680-e0d55e7e3b80,我现在怎么办？,那我改怎么办啊,1
c9f301e5-1bf8-11ea-94f6-e0d55e7e3b80,哦，你是说要检查吗,都做什么检查,0
c9f43b13-1bf8-11ea-a196-e0d55e7e3b80,检查大概需要多少钱,检查多少钱,1
c9f266c6-1bf8-11ea-b56c-e0d55e7e3b80,包皮破了怎么办,包皮，疼吗,0
c9f26703-1bf8-11ea-ae85-e0d55e7e3b80,没有那还,没有其他的药,0
c9f4af61-1bf8-11ea-8ab2-e0d55e7e3b80,需要多少钱,一共要多少钱,1
c9f3c5c8-1bf8-11ea-9935-e0d55e7e3b80,怎么改善一下,怎么改善下呢,1
c9efa909-1bf8-11ea-98c0-e0d55e7e3b80,是说早泄？,早泄咋治疗,0
c9f3020c-1bf8-11ea-8f7b-e0d55e7e3b80,龟头特别敏感，能治疗吗,龟头挺敏感的,0
cb05edc2-1bf8-11ea-91c6-e0d55e7e3b80,几下就射了,一插进去就射了,1
c9efa8d1-1bf8-11ea-89f6-e0d55e7e3b80,没有  就阴囊有而已,勃起后上厕所才会有  一般没有,0
c9f2b418-1bf8-11ea-b442-e0d55e7e3b80,都需要检查什么呢,检查什么啊,1
c9f218b2-1bf8-11ea-9e37-e0d55e7e3b80,有哪些治疗方法,用什么治疗方法好,1
cb05ede3-1bf8-11ea-bfbc-e0d55e7e3b80,这严重嘛,这种很严重吗,1
c9f3ebb4-1bf8-11ea-9e10-e0d55e7e3b80,28   去过别的医院检查过  医生都说精子活动率底  开了药吃  没有多大的变化,去过 他就说上火了   肠胃不好 拿了药 又好些现在又出现这个情况了,0
c9eff6e7-1bf8-11ea-a9e2-e0d55e7e3b80,个医院都可以做吗,去医院吗,0
cb057923-1bf8-11ea-9777-e0d55e7e3b80,那吃什么药呢,请问吃什么药,1
c9f412a5-1bf8-11ea-84ce-e0d55e7e3b80,睾丸痛还有小腹疼痛是怎么回事,睾丸疼痛怎么回事,0
c9f3784f-1bf8-11ea-a683-e0d55e7e3b80,我想咨询您下,让我咨询一下,1
c9f1f12c-1bf8-11ea-a9b7-e0d55e7e3b80,只是先咨询下,嗯先咨询下,1
c9f093a2-1bf8-11ea-9c60-e0d55e7e3b80,用点什么药,吃点什么药可以吗？,1
c9f35141-1bf8-11ea-9baa-e0d55e7e3b80,不知道你说什么,不知道是什么？,0
c9f0e277-1bf8-11ea-991f-e0d55e7e3b80,怎么引起的？,怎么引起的呢,1
c9f412ae-1bf8-11ea-96fc-e0d55e7e3b80,检查过前列腺,前列腺没检查过,0
c9f2670b-1bf8-11ea-860d-e0d55e7e3b80,精液检查多钱呢,精液检查多少钱,1
c9f3c62f-1bf8-11ea-8607-e0d55e7e3b80,血检查孕 价格大概是多少,好的，大概多少费用,0
c9efd004-1bf8-11ea-b501-e0d55e7e3b80,做B超吗,只做了阴道B超,0
c9f21854-1bf8-11ea-b9a0-e0d55e7e3b80,包皮过长医生说,但是包皮过长,1
c9efa940-1bf8-11ea-9d6c-e0d55e7e3b80,一般怎么治疗,需要怎么治疗？,1
c9f3c68b-1bf8-11ea-b340-e0d55e7e3b80,是包皮垢吗,嗯，包皮也不能割吗,0
c9f1567f-1bf8-11ea-932a-e0d55e7e3b80,做包皮大概一起需要多少呢,切包皮的费用大概多少,1
c9f09416-1bf8-11ea-9b95-e0d55e7e3b80,17     2天,28    2 3天,1
c9f17c56-1bf8-11ea-8350-e0d55e7e3b80,怎么能治疗啊,怎样治疗尼？,1
c9f2db59-1bf8-11ea-b90b-e0d55e7e3b80,哪咱这里可以医保报销吗,医保能报销吗,1
c9f4afe7-1bf8-11ea-aced-e0d55e7e3b80,包皮手术好做吗,假性包皮用手术吗,0
c9f0e24b-1bf8-11ea-bc77-e0d55e7e3b80,怎么网络预约,怎么预约啊,0
c9f0e21d-1bf8-11ea-b3df-e0d55e7e3b80,这怎么治疗啊,我们怎么治疗,1
c9f26756-1bf8-11ea-93a0-e0d55e7e3b80,10-15分钟就射了?正常吗,15分钟。,0
c9f17cfc-1bf8-11ea-9b17-e0d55e7e3b80,那是什么呢,那可能是什么呢,1
c9f2b47d-1bf8-11ea-954a-e0d55e7e3b80,什么原因啊！,老师什么原因,1
cb057962-1bf8-11ea-b98f-e0d55e7e3b80,会不会早泄,算早泄？,0
c9f06be5-1bf8-11ea-97b6-e0d55e7e3b80,阳痿早泄吗,阳痿早泄吃什么,0
cb05c77d-1bf8-11ea-9c0a-e0d55e7e3b80,如果是回怎么治疗,奥，需要怎么治疗呢,1
c9f3c678-1bf8-11ea-b2c9-e0d55e7e3b80,还得去医院检查吗,去医院应该检查什么啊,0
c9f4d676-1bf8-11ea-a7b1-e0d55e7e3b80,三天了  19,好久了   21,1
c9f3ec9a-1bf8-11ea-9eee-e0d55e7e3b80,药物治疗是用什么药物？,需要吃什么药物吗,1
c9f044c5-1bf8-11ea-bf91-e0d55e7e3b80,没多长时间，,需要戒多长时间,0
c9f0bb9e-1bf8-11ea-b3e2-e0d55e7e3b80,那是什么原因引起的,那是什么原因吗？,1
c9f2408f-1bf8-11ea-a546-e0d55e7e3b80,我说恢复需要多长时间,就诊需要多长时间可以恢复,1
c9f0938f-1bf8-11ea-8824-e0d55e7e3b80,这个微信,这是我微信,0
c9f35129-1bf8-11ea-8db6-e0d55e7e3b80,用什么治疗的,药物怎么治疗？,0
c9f328d4-1bf8-11ea-9774-e0d55e7e3b80,多久出结果,多久能好,0
c9f15736-1bf8-11ea-b450-e0d55e7e3b80,好的，他有时间，我让他去，谢谢你,好的，谢谢，到时联系你！,0
c9f3ebe5-1bf8-11ea-b3dd-e0d55e7e3b80,都是姓什么的,请问你姓什么,1
c9f2180d-1bf8-11ea-af36-e0d55e7e3b80,应该就这样吧,应该是这样吧,1
c9f0bb3a-1bf8-11ea-b8e2-e0d55e7e3b80,加你微信聊,加我微信聊吧,0
c9f108a3-1bf8-11ea-b450-e0d55e7e3b80,这个需要怎么治疗，要多少钱,我这个情况怎么治疗的多少钱了,1
c9f3c67b-1bf8-11ea-af61-e0d55e7e3b80,我需要去医院检查吗,我们今天在去医院检查检查去,0
c9f17cc7-1bf8-11ea-a439-e0d55e7e3b80,那我应该怎么办,骗我怎么办,0
cb05c76b-1bf8-11ea-baf7-e0d55e7e3b80,做海棉体手术需要多少钱呀,手术需要多少钱,0
c9f4d655-1bf8-11ea-8ff7-e0d55e7e3b80,我很怕他有什么事,我这挺害怕的,0
c9f4892f-1bf8-11ea-a3cc-e0d55e7e3b80,性生活后龟头起红点怎么回事,龟头上有红点是怎么回事,0
c9f35131-1bf8-11ea-937a-e0d55e7e3b80,我有点阳痿早泄咋办,早泄有点??,0
c9efcffc-1bf8-11ea-9401-e0d55e7e3b80,会不会是我手淫过多？,现在手淫过多会不会对以后生孩子造成问题。,0
c9f12fd1-1bf8-11ea-b52c-e0d55e7e3b80,还是手术治疗？大概多少钱？,治疗的话要多少钱？,0
c9efa8f0-1bf8-11ea-a41a-e0d55e7e3b80,该怎么治疗？,怎么治疗比较好？,1
c9f3c69e-1bf8-11ea-a740-e0d55e7e3b80,还检查什么,我不知道去检查什么科,0
c9f04524-1bf8-11ea-a8c9-e0d55e7e3b80,都有什么啊,有什么的？,1
c9f0451d-1bf8-11ea-a728-e0d55e7e3b80,这个是什么原因呢？,是什么原因,1
c9f41302-1bf8-11ea-a57d-e0d55e7e3b80,就这几天痒,两天或三天,0
cb05793e-1bf8-11ea-b0ab-e0d55e7e3b80,那是什么原因？,是什么原因呢,1
c9f1f154-1bf8-11ea-9ca1-e0d55e7e3b80,这个病大概要多久,大概要多久,0
c9f39faf-1bf8-11ea-a582-e0d55e7e3b80,应该怎么治疗呢,那怎么治疗呢？,1
c9f23fee-1bf8-11ea-a0f9-e0d55e7e3b80,那这种怎么治疗呢,这个怎么能治疗啊,1
c9f1a3e5-1bf8-11ea-9b1d-e0d55e7e3b80,检查了没有什么问题呀？,检查挂什么科,0
c9f0bb4e-1bf8-11ea-81ad-e0d55e7e3b80,那还能治好吗？,你们会治好吗，治好的话我就来北京,0
c9f156c9-1bf8-11ea-872e-e0d55e7e3b80,阳痿早泄怎么办,是不是阳痿早泄？,0
c9f21867-1bf8-11ea-9539-e0d55e7e3b80,有什么可以长粗的吗？,可以用吗,0
c9ef81df-1bf8-11ea-8a1b-e0d55e7e3b80,这个问题怎么办呢,那这个该怎么办,1
cb05ee8b-1bf8-11ea-afa1-e0d55e7e3b80,能不能治好?？,阳蒌能治好吗,0
c9efd048-1bf8-11ea-ae69-e0d55e7e3b80,大概得花多少钱,的花多少钱啊,1
c9f48859-1bf8-11ea-95d1-e0d55e7e3b80,刚出现，没几天，,就这几天,0
c9f48955-1bf8-11ea-95cb-e0d55e7e3b80,有几天了 29,29了，进两天了,1
c9ef8234-1bf8-11ea-9cc5-e0d55e7e3b80,那这个要怎么治疗,那怎么治疗呢？,1
c9f3ec07-1bf8-11ea-aabb-e0d55e7e3b80,25  两天,21   两天,1
cb05a09d-1bf8-11ea-a6f0-e0d55e7e3b80,会影响生育问题不,会影响 她生育嘛,1
c9f28df9-1bf8-11ea-9e47-e0d55e7e3b80,就是问一下您,我就问您一下,1
cb05c71e-1bf8-11ea-b437-e0d55e7e3b80,嗯，什么原因呀,可能是什么原因,1
cb0614be-1bf8-11ea-8e00-e0d55e7e3b80,手术是什么手术,要手术吗？,0
c9efa916-1bf8-11ea-abf4-e0d55e7e3b80,为什么我没做也开了,这个为什么,0
c9f17cdc-1bf8-11ea-a133-e0d55e7e3b80,如果做这样的手术要花多少钱呀,这样的手术需多少钱啊,1
c9f488f6-1bf8-11ea-8fc8-e0d55e7e3b80,我这个怎么治疗呢,如果是回怎么治疗,1
c9f377d6-1bf8-11ea-a642-e0d55e7e3b80,需要怎么治疗呢？,怎么治疗,1
c9f3780c-1bf8-11ea-a8a7-e0d55e7e3b80,嗯，那怎么治疗,我想知道怎么治疗,1
c9f2181a-1bf8-11ea-8658-e0d55e7e3b80,不知道什么原因导致的,那是什么原因啊,1
c9f48879-1bf8-11ea-8ef5-e0d55e7e3b80,去医院是要怎么治疗呢,说，怎么治疗得了,1
c9f218ad-1bf8-11ea-8700-e0d55e7e3b80,用预约么,可以预约你的号么？,0
c9f26779-1bf8-11ea-8d00-e0d55e7e3b80,这是什么原因呀,什么原因啊,1
c9f488d3-1bf8-11ea-84b7-e0d55e7e3b80,这怎么治疗呢,那怎么治疗和预防呢？,0
c9f108b5-1bf8-11ea-ab7c-e0d55e7e3b80,查什么啊,请问你姓什么,0
c9f2b497-1bf8-11ea-9cb5-e0d55e7e3b80,要做手术呀?,让做手术，不想做手术,0
c9f06bb0-1bf8-11ea-99dd-e0d55e7e3b80,这个是什么原因啊？,是什么原因？,1
c9eff71b-1bf8-11ea-a9ca-e0d55e7e3b80,怎么治疗呢还是,需要怎么治疗？,1
c9ef8214-1bf8-11ea-a6ae-e0d55e7e3b80,这个是怎么引起的呢,你这个怎么算呢。。。,0
c9f1ca51-1bf8-11ea-a258-e0d55e7e3b80,严重吗医生,是什么情况呢，医生？,0
c9f43b7f-1bf8-11ea-8fdc-e0d55e7e3b80,做什么检查啊都,是要检查什么才知道,0
c9f10956-1bf8-11ea-8690-e0d55e7e3b80,一般要多久在能好,要多久这样才好,1
c9f488b1-1bf8-11ea-adf5-e0d55e7e3b80,那这个要怎么治疗,那怎么好得了，怎么治疗,0
c9f10985-1bf8-11ea-a604-e0d55e7e3b80,需要多少钱,冶好大概要多少钱,0
c9f108cc-1bf8-11ea-946a-e0d55e7e3b80,阳痿早泄吃什么药？,什么是早泄？,0
c9efa914-1bf8-11ea-aa3f-e0d55e7e3b80,好的 加了,好的 可以,0
c9f1f124-1bf8-11ea-b361-e0d55e7e3b80,中药怎么治疗？,哦，那怎么治疗呀,0
c9f0bb76-1bf8-11ea-b1f0-e0d55e7e3b80,恢复多长时间,大概多久能恢复,1
cb057936-1bf8-11ea-adab-e0d55e7e3b80,性检查，都查什么,还没检查呢。,0
c9f21865-1bf8-11ea-ae27-e0d55e7e3b80,包皮过长怎么办。5,包皮过长必须割吗？,0
c9f461ee-1bf8-11ea-bdbe-e0d55e7e3b80,什么症状啊,有什么症状？,1
c9f108e1-1bf8-11ea-a99d-e0d55e7e3b80,请问，早泄怎么办呢？,请问手淫长了，感觉早泄怎么办,0
c9f48876-1bf8-11ea-9a41-e0d55e7e3b80,做引产多少钱,做引产一般需要多少钱,1
c9f1092b-1bf8-11ea-adba-e0d55e7e3b80,大概得多少钱？？,治疗大概需要多少钱？,0
c9f3ebbf-1bf8-11ea-b0ac-e0d55e7e3b80,那你们这里的医院呢,怎么去你们医院,0
cb05c7b4-1bf8-11ea-94a7-e0d55e7e3b80,做检查有什么要注意的吗,都做什么检查啊,0
c9f21851-1bf8-11ea-9134-e0d55e7e3b80,手淫引起的？,手淫引起的,1
c9ef5afd-1bf8-11ea-8cf2-e0d55e7e3b80,早泄怎么办啊,阳痿早泄怎么办,0
c9f06c54-1bf8-11ea-8552-e0d55e7e3b80,是什么原因造成的,是什么原因造成的呢,1
c9f4625a-1bf8-11ea-8dac-e0d55e7e3b80,性生活时间多久才算正常？,多久算正常性生活,1
c9f378d1-1bf8-11ea-b5d6-e0d55e7e3b80,早泄怎么治啊,早泄问题怎么解决呢,0
c9efa92f-1bf8-11ea-bf9f-e0d55e7e3b80,那应该怎么治疗呢,怎么治疗呢还是,1
cb05a068-1bf8-11ea-b97a-e0d55e7e3b80,有早泄呢,早泄好治疗吗,0
c9f15712-1bf8-11ea-87a4-e0d55e7e3b80,有什么治疗吗？,有什么药可以治疗吗？,1
c9efcfb1-1bf8-11ea-8b7d-e0d55e7e3b80,那我要去哪里治疗呢,你们那是怎么治疗的？,0
c9f4d678-1bf8-11ea-abb7-e0d55e7e3b80,前列腺有影响吗,前列腺可以治吗,0
c9f0bb26-1bf8-11ea-b6c7-e0d55e7e3b80,包皮肿了怎么回事,我没有包皮，怎么办,0
c9f28e53-1bf8-11ea-b72d-e0d55e7e3b80,是什么珍珠疹么,珍珠疹是什么样子的啊,0
c9f21881-1bf8-11ea-b08d-e0d55e7e3b80,大概多少??呢,大概收费多少啊,1
c9f39f56-1bf8-11ea-bae2-e0d55e7e3b80,像我这严重吗,我这个严重吗,1
c9f06c0b-1bf8-11ea-9046-e0d55e7e3b80,好得，知道了,好的我知道了,1
c9f39f4b-1bf8-11ea-9ab4-e0d55e7e3b80,多久能恢复呢,切包皮要多久恢复,0
c9f0e259-1bf8-11ea-997c-e0d55e7e3b80,去哪儿呢？要做什么检查,上哪里检查,0
c9f350fa-1bf8-11ea-9725-e0d55e7e3b80,包皮手术后,包皮手术,0
c9f044fa-1bf8-11ea-8e87-e0d55e7e3b80,加你微信聊,这个微信你加一下,0
c9f108b1-1bf8-11ea-9337-e0d55e7e3b80,那需要怎么调理,这个需要怎么调理,1
c9f4d714-1bf8-11ea-8461-e0d55e7e3b80,阳痿早泄吃什么,阳痿早泄怎么办,0
c9f28e5d-1bf8-11ea-bd98-e0d55e7e3b80,刚发现几天,是啊，就这几天才开始的,1
c9efd018-1bf8-11ea-9c97-e0d55e7e3b80,那这个严重嘛,这病严重吗,1
c9f0bade-1bf8-11ea-8876-e0d55e7e3b80,。。。啊,嗯。。。。,1
c9f1093e-1bf8-11ea-8557-e0d55e7e3b80,想问问做包皮手术,包皮手术。,0
c9f412f1-1bf8-11ea-8870-e0d55e7e3b80,需要注意什么吗,术后需要注意什么呢,0
c9f39f5a-1bf8-11ea-9145-e0d55e7e3b80,怎么治疗就像这种,这个怎么治疗,1
cb05c7a5-1bf8-11ea-93e2-e0d55e7e3b80,吗怎么治疗呢,这个怎么治疗啊,1
cb05c787-1bf8-11ea-8f3b-e0d55e7e3b80,手术好大概多少钱,冶了好大概多少钱,0
c9f4889f-1bf8-11ea-8635-e0d55e7e3b80,让我咨询一下,就是先咨询一下,1
c9f2b444-1bf8-11ea-9738-e0d55e7e3b80,这还能看好吗,他能自己长好吗？,0
c9f4af6b-1bf8-11ea-b5b5-e0d55e7e3b80,做包皮手术一般能报销多少钱,包皮手术能报销吗,0
c9efa95a-1bf8-11ea-8a0c-e0d55e7e3b80,咨询问题,我想咨询您一个问题,1
c9f4d71e-1bf8-11ea-86f0-e0d55e7e3b80,你是哪里的医院,您是哪个医院的,0
c9f1f1c8-1bf8-11ea-a7c0-e0d55e7e3b80,怎么治疗呢，,应该怎么治疗啊,1
c9f0456f-1bf8-11ea-b93e-e0d55e7e3b80,检查什么？,都没有检查出什么,0
c9f0e255-1bf8-11ea-8a64-e0d55e7e3b80,嗯嗯  这个知道,哦  知道了,1
c9f37854-1bf8-11ea-bf22-e0d55e7e3b80,如果要检查都检查什么,主要检查什么,0
c9f3c6a1-1bf8-11ea-b466-e0d55e7e3b80,一般要治疗多久,一般这个治疗需要多久,1
c9f12f90-1bf8-11ea-88ec-e0d55e7e3b80,那我需要做什么检查呢,需要哪些检查,1
cb05ee32-1bf8-11ea-8d76-e0d55e7e3b80,那需要做什么检查,还得做什么检查啊,1
c9f3ec81-1bf8-11ea-b090-e0d55e7e3b80,应该挂什么科啊,这个应该挂什么科,1
c9f093c5-1bf8-11ea-9066-e0d55e7e3b80,请问吃什么药呢,吃什么补,0
c9f2407b-1bf8-11ea-8661-e0d55e7e3b80,明显症状有哪些,都有哪些症状啊,1
c9f4d653-1bf8-11ea-beef-e0d55e7e3b80,检查做什么检查,都检查了,0
c9ef823e-1bf8-11ea-9972-e0d55e7e3b80,嗯，这是什么原因,嗯，什么原因呀,1
c9f1570b-1bf8-11ea-a87f-e0d55e7e3b80,手术疼吗，多久康复？,包皮手术要多久才康复,0
c9ef5af4-1bf8-11ea-8964-e0d55e7e3b80,现在预约检查要多少钱啊,那正常检查一次多少钱呀,1
cb05c6b7-1bf8-11ea-bbe9-e0d55e7e3b80,可以啊！,不可以的,0
c9f1306c-1bf8-11ea-96ea-e0d55e7e3b80,检查大概要多少钱,检查大概得多少钱,1
c9f06c70-1bf8-11ea-9cd7-e0d55e7e3b80,明天在吗,那明天上午过去吧,0
c9f328d2-1bf8-11ea-8554-e0d55e7e3b80,包皮手术多少钱?,包皮手术的过程,0
c9f35101-1bf8-11ea-b06e-e0d55e7e3b80,早泄阳痿有什么表现,阳痿早泄吃什么药？,0
c9f39f7e-1bf8-11ea-992b-e0d55e7e3b80,明天在吗,好的。明天上午我去,0
c9f412c4-1bf8-11ea-b943-e0d55e7e3b80,现在怎么办？,该怎么办呀,1
c9f23fca-1bf8-11ea-aea6-e0d55e7e3b80,这个应该怎么治疗呢？,那应该怎么做呢，,0
c9f3ec96-1bf8-11ea-aaaf-e0d55e7e3b80,什么情况定,我这属于什么情况？,1
c9f1caaa-1bf8-11ea-81d9-e0d55e7e3b80,要怎么治疗呢,女性怎么治疗,0
c9f4d64c-1bf8-11ea-90e1-e0d55e7e3b80,性生活多长时间算正常？,正常多久,0
cb05c6ea-1bf8-11ea-a003-e0d55e7e3b80,没有什么都没有,倒没有?,0
c9f412a0-1bf8-11ea-9180-e0d55e7e3b80,手术多久,手术时间多久,1
c9f21884-1bf8-11ea-af62-e0d55e7e3b80,qq可以吗,加我qq吧,0
c9f17c4c-1bf8-11ea-8623-e0d55e7e3b80,什么食物可以补肾呢,吃什么食物补肾那,1
c9f15758-1bf8-11ea-a9e2-e0d55e7e3b80,中药，还是西药呢,哪应该吃西药还是中药,1
c9f4621b-1bf8-11ea-a16e-e0d55e7e3b80,就是吃阳痿早泄的药？,只是早泄,0
c9f2b46d-1bf8-11ea-9761-e0d55e7e3b80,前列腺也检查了没什么问题,用检查前列腺吗,0
c9f24095-1bf8-11ea-be77-e0d55e7e3b80,怎么调理，,早泄该怎么调理呢,0
c9f377e5-1bf8-11ea-8c27-e0d55e7e3b80,那是什么原因？,是什么原因呢？,1
c9f0943f-1bf8-11ea-971b-e0d55e7e3b80,做个男科检查多少钱,男科常规检查大概多少钱,1
c9f301e4-1bf8-11ea-8027-e0d55e7e3b80,嗯，，差不多，,嗯嗯，好像差不多是这样的,1
c9f17cb8-1bf8-11ea-b4f6-e0d55e7e3b80,这是怎么回事,怎么回事啊,1
c9f302a1-1bf8-11ea-990e-e0d55e7e3b80,几个星期左右,差不多一两个星期吧,1
c9f3512e-1bf8-11ea-bf67-e0d55e7e3b80,你是曙光医院的医生吗？,你是医院的？？？医生,1
c9f3c6a9-1bf8-11ea-afb3-e0d55e7e3b80,刚做过包皮手术,我做过包皮手术,1
c9f41373-1bf8-11ea-bdd6-e0d55e7e3b80,如果阳痿早泄了有办法治吗,阳痿早泄能治疗吗,1
c9f1a3fd-1bf8-11ea-9714-e0d55e7e3b80,药物可以治疗吗？,可以治疗吗？,0
c9f21859-1bf8-11ea-b657-e0d55e7e3b80,阴囊潮湿是什么呀？,阴囊潮湿是什么意思,1
c9f2b4de-1bf8-11ea-a8d6-e0d55e7e3b80,红点   有点儿痒,今天有点痒,0
c9f2b440-1bf8-11ea-bd95-e0d55e7e3b80,治疗必须手术吗,还能手术治疗吗,0
c9f48913-1bf8-11ea-a393-e0d55e7e3b80,北京哪里医院看,那我去医院该去哪里查,0
c9f04530-1bf8-11ea-8a5c-e0d55e7e3b80,做包皮需要多少钱,包皮口沾连手术多少钱,0
c9f266c4-1bf8-11ea-9132-e0d55e7e3b80,怎么办呢？,硬不起来怎么办,0
c9f17c5e-1bf8-11ea-91b3-e0d55e7e3b80,需要多少钱,大约发多少钱,1
c9f35150-1bf8-11ea-8721-e0d55e7e3b80,这是怎么办,短怎么办,0
c9f10964-1bf8-11ea-ba9a-e0d55e7e3b80,你们医院在哪，,你们医院在哪了,1
c9f2b4d9-1bf8-11ea-8b51-e0d55e7e3b80,那这个要怎么治疗,这个改怎么治啊,1
c9efcfe9-1bf8-11ea-8e7c-e0d55e7e3b80,请问这是什么原因引起的？,什么原因啊,1
c9f3513c-1bf8-11ea-ba34-e0d55e7e3b80,哦，很严重吗,严重吗？这个病。,1
c9f21828-1bf8-11ea-80ef-e0d55e7e3b80,多长时间可以同房呢,多久可以性生活？,1
c9f0bae6-1bf8-11ea-ad03-e0d55e7e3b80,早泄怎么办啊,看的早泄,0
c9f39f99-1bf8-11ea-a051-e0d55e7e3b80,是说早泄？,来治疗早泄,0
c9f328cf-1bf8-11ea-abdd-e0d55e7e3b80,吃点什么药还是,那应该吃点什么药呢,0
c9f28e80-1bf8-11ea-b5ee-e0d55e7e3b80,以前是阴囊潮湿。啊？,阴囊会有点潮湿,0
c9f1caa4-1bf8-11ea-ba38-e0d55e7e3b80,治疗需要多久,要治疗多久,1
c9f37861-1bf8-11ea-ab67-e0d55e7e3b80,女性怎么治疗,得怎么治疗呢,0
c9f12f8b-1bf8-11ea-82e4-e0d55e7e3b80,那怎么调理调理,怎样调理,1
c9f37884-1bf8-11ea-8fb9-e0d55e7e3b80,射精快是怎么回事,每次射精都很快怎么回事,1
c9f12f95-1bf8-11ea-8de9-e0d55e7e3b80,请问是什么原因啊,什么因素,1
c9f1cae1-1bf8-11ea-a355-e0d55e7e3b80,请问大概是什么病呢？,不知道有可能是什么症状吗？,0
c9f37895-1bf8-11ea-a18a-e0d55e7e3b80,治疗一次多少钱,做一次多少钱？,0
c9f3ec8c-1bf8-11ea-97fc-e0d55e7e3b80,伴我多久,做多长时间,0
c9f1f13d-1bf8-11ea-a4d6-e0d55e7e3b80,咱们衣院做包皮手术多少钱,做包皮手术要多少钱,1
c9f4888a-1bf8-11ea-b3ce-e0d55e7e3b80,露出龟头 很严重  我之前 露出龟头 很多次了！ 都是用热水洗澡的,您好 我想问问 前两天做了包皮手术 这几天晚上勃起几次 这正常吗 会影响恢复吗？谢谢,0
c9f2404f-1bf8-11ea-891a-e0d55e7e3b80,手术吗？,手术是大小手术吗？,0
c9f488e1-1bf8-11ea-8385-e0d55e7e3b80,这两个有什么不一样嘛,这两个有什么区别呢,1
c9f044aa-1bf8-11ea-b79f-e0d55e7e3b80,会不会是包皮的原因,是包皮的原因吗,1
c9f43ab4-1bf8-11ea-b2a8-e0d55e7e3b80,龟头长红点痒？,龟头有几个红点,0
c9f4af81-1bf8-11ea-aa30-e0d55e7e3b80,22 岁   已经2天了,25岁   发现五天了,1
c9f1a3c4-1bf8-11ea-a7a7-e0d55e7e3b80,需要吃点什么药吗,你看应该吃点什么药？,1
c9ef5b3b-1bf8-11ea-ad13-e0d55e7e3b80,在北京割包皮多少钱,割包皮大概好多钱？,0
c9efcfde-1bf8-11ea-bba9-e0d55e7e3b80,或者该吃什么药,那吃什么??呢,0
c9f28e0a-1bf8-11ea-beef-e0d55e7e3b80,我去三甲医院可以做吗？,问你是不是三甲医院,0
c9f0e212-1bf8-11ea-af43-e0d55e7e3b80,检查是前列腺,说前列腺,0
cb0578ee-1bf8-11ea-a6b4-e0d55e7e3b80,没啥都是早泄,阳痿早泄能治愈吗,0
c9f108a0-1bf8-11ea-bd30-e0d55e7e3b80,嗯，需要怎么治疗,这个怎么治疗呢？,1
c9f4893b-1bf8-11ea-b703-e0d55e7e3b80,没有什么都没有,没有。。。,1
c9f3c606-1bf8-11ea-8187-e0d55e7e3b80,没有检查检查的话检查那里,治疗前不知道,0
c9f1cad3-1bf8-11ea-ba68-e0d55e7e3b80,还检查什么,是要检查什么才知道,1
c9f0bb3c-1bf8-11ea-8a58-e0d55e7e3b80,哦哦，那该怎么办？,哦，那该怎么办,1
cb05ede5-1bf8-11ea-b9a6-e0d55e7e3b80,包皮什么意思？,是不是包皮啊,0
c9f1091b-1bf8-11ea-9c91-e0d55e7e3b80,是不是包皮过长呢,是不是包皮过长的原因,0
c9f2679f-1bf8-11ea-995a-e0d55e7e3b80,我着大概需要多少钱,需要多少钱得,1
c9f0940b-1bf8-11ea-8136-e0d55e7e3b80,这还不知道,还不知道啊,1
c9f3ec86-1bf8-11ea-ab62-e0d55e7e3b80,手淫有危害吗？,我手淫频繁有害吧,1
c9f3512d-1bf8-11ea-a7a4-e0d55e7e3b80,你这个医院在什么地方？,你们医院在什么地方？,1
c9f2b455-1bf8-11ea-ba24-e0d55e7e3b80,那这个该怎么治疗呀,是怎么治疗,1
c9f30221-1bf8-11ea-9926-e0d55e7e3b80,这个不知道,这个我也不知道,1
cb0578d5-1bf8-11ea-bc31-e0d55e7e3b80,现在没有了,现在也没有了,1
c9f461c6-1bf8-11ea-98fa-e0d55e7e3b80,这是什么原因造成的,这是什么原因呀,1
c9f4d67a-1bf8-11ea-a495-e0d55e7e3b80,还疼请问这是这么回事,请问怎么回事,0
c9f37864-1bf8-11ea-8cd7-e0d55e7e3b80,一般要治疗多久,我是说，治疗大概要多久,1
cb05c6d5-1bf8-11ea-b691-e0d55e7e3b80,是不是得了前列腺了,。前列腺液,0
c9f17c3c-1bf8-11ea-b6ab-e0d55e7e3b80,怎么算包皮过长,如果包皮过长的情况下呢,0
c9f4d6c1-1bf8-11ea-a896-e0d55e7e3b80,哦检查什么呢,什么检查呢,0
c9f412da-1bf8-11ea-93cd-e0d55e7e3b80,那是什么样的,适合什么样的人,0
c9f13006-1bf8-11ea-bd35-e0d55e7e3b80,好的，检查呢,做检查应该做什么检查,0
c9f4618b-1bf8-11ea-ab39-e0d55e7e3b80,手术要多长时间,手术需要多长时间,1
c9f15759-1bf8-11ea-94af-e0d55e7e3b80,大概花多少钱呀,检查大概需要多少钱啊,0
c9f06c04-1bf8-11ea-9256-e0d55e7e3b80,割包皮需要多少钱呢,割包皮大约花多少钱,1
c9f267b2-1bf8-11ea-952d-e0d55e7e3b80,好吧，那检查怎么检查啊,都咋检查,1
c9f0e229-1bf8-11ea-a8c5-e0d55e7e3b80,检查挂什么科,基础检查什么？,0
