sentence,label,uuid
请问周六日休息吗？能拍片吗？,咨询上班时间,E0220000001504004
可腰椎神经太多，手术风险有多大？,咨询副作用,E0220000001548020
还有一个大概的费用,咨询价格,E0220000001553027
那会不会是性刺激啊,咨询病因,E0220000001588011
那您帮我预约一下,确定联系意愿,E0220000001633006
微信是电话号18l49258236,确定联系意愿,E0220000001635035
好的，我现在过去估计就快下班了,咨询上班时间,E0220000001651023
就想问一下这是什么情况,咨询项目介绍,E0220000001670005
那我们现在应该吃什么药呀？,咨询药物,E0220000001690045
挂个星期五的号,确定联系意愿,E0220000001730017
那针灸一般多长时间能好,咨询疗程,E0220000001819015
浙江省金华市武义县第一人民医院,无,E0220000001833012
膝盖骨裂需要几次核磁共振检查，ct检查？,咨询检查时长,E0220000001934003
我想咨询骨科这方面的知识,无,E0220000002005003
今天就是周三了,无,E0220000002007012
好的，就预约到下周一,确定联系意愿,E0220000002035015
就手术费死亡还是还有别的费用？,咨询价格,E0220000002050011
最近疼痛的比较厉害,描述症状,E0220000002089014
我看你们医院也能拍片是吗,咨询检查方式,E0220000002145011
需要怎么检查程度呢,咨询检查方式,E0220000002183017
在东郊那里,无,E0220000002296022
我一个月前右脚外踝撕脱性骨折，前天拍了片子骨折线模糊，想问得多久能正常上班,咨询恢复期,E0220000002307003
好的，准备去给你回电话,确定联系意愿,E0220000002309033
O型腿可以看吗,咨询项目介绍,E0220000002333001
这能打一针大概什么价位呢,咨询价格,E0220000002373010
为呢你好，问一下西安懂得骨科医院的地址在什么地方？,咨询地址,E0220000002409001
专家号能挂上吗,咨询专家,E0220000002415001
二小家什么时间上,无,E0220000002420008
那给我发一个预约短信吧~,确定联系意愿,E0220000002428011
年龄63骨科靳强民18220445920,确定联系意愿,E0220000002432033
外省的医药费可以报消吗,咨询支付方式,E0220000002441011
没有，你那是公园南路吗？,咨询地址,E0220000002448013
严重吗？会不会有什么影响,咨询危害,E0220000002458004
他没说啥,无,E0220000002511020
冯胜利51岁，腰部，腿部15249091672,确定联系意愿,E0220000002558001
行我商量一下,无,E0220000002559018
麻烦磁共振领结果的微信我没加，您这有没,咨询微信,E0220000002560003
我朋友腰中间起下小肿走路-会停-下他是那种,描述症状,E0220000002641006
骨科专家号？,咨询专家,E0220000002688002
好吧，我等你电话,确定联系意愿,E0220000002721004
前年确诊了,描述就诊史,E0220000002762011
你们医院有椎间孔镜手术没有?,咨询治疗方式,E0220000002825014
髓核切除固定术,咨询治疗方式,E0220000002946009
请问核磁共振能在县上检查出真正的病症，包括头痛的原因吗,咨询检查方式,E0220000002963033
一次能查两个部位吗,咨询检查方式,E0220000002963038
刷到的陕西一套：马碲足内翻手术做了多长时间？,咨询疗程,E0220000002988001
我的手腕划破了，没什么大事吧？,咨询危害,E0220000003019003
在哪站下,咨询路线,E0220000003122017
类风湿性能治疗,咨询项目介绍,E0220000003349002
我微信号，15229651396,确定联系意愿,E0220000003413014
保守治疗好吗？,咨询疗效,E0220000003419005
明天上午，不知道地址,咨询地址,E0220000003449019
以经10天了但是面还有但不多了,描述就诊史,E0220000003472009
"""我想咨询""""西安专绐坐骨神经那家医院""""""",咨询公司介绍,E0220000003494001
我的微信号13892802351,确定联系意愿,E0220000003555013
后枕部  两侧疼 是怎么回事,咨询病因,E0220000003579001
椎间盘突出咋们这边是怎么治疗呢,咨询治疗方式,E0220000003665005
左踝关节损伤严重吗,咨询危害,E0220000003671003
动手术成功率是百分之多少,咨询疗效,E0220000003740004
我今年26，女，前段时间去医院查出腰椎曲度变直，最近臀部也疼，走路都疼，躺下疼的就动不了是怎么回事,咨询病因,E0220000003746005
要改天,确定联系意愿,E0220000003758049
想预约治疗肩颈及后背疼痛,确定联系意愿,E0220000003765001
就让他自己长,无,E0220000003792015
腰椎滑脱必须要手术吗,咨询治疗方式,E0220000003813004
"""我想咨询""""颈椎间盘突出，可以不住院治疗吗""""""",咨询住院,E0220000003881001
那个脚面裂缝性骨折多久就痊愈,咨询恢复期,E0220000003893003
去年12月份拍的片子，是增生,描述就诊史,E0220000003910013
那具体到你们那儿看过才能确定还是可以发检查结果也可以？,无,E0220000003986010
去年吃了几盒腰疼宁,描述就诊史,E0220000004024016
我想去检查不知道查什么,咨询检查方式,E0230000000001022
能怀上吗,无,E0230000000020021
还有什么办法,咨询治疗方式,E0230000000037058
三四十天来一次,描述生理现象,E0230000000080011
影响怀孕吗，我生过一个了,咨询危害,E0230000000098013
医生说要做睾丸穿刺 是这样吗,咨询治疗方式,E0230000000130010
子宫肌瘤34乘21怎么办,咨询治疗方式,E0230000000160010
已经已经结婚了，老婆还有2个月就要生了,无,E0230000000163016
25岁结扎的，现在30岁,描述就诊史,E0230000000172014
2016，10,无,E0230000000204027
那就是平时吃达英35还是有几率降低雄性激素  改善体毛吗？,咨询药物,E0230000000225043
如果是子宫肌瘤做彩超能看的出来吗,咨询检查方式,E0230000000226054
我想知道子宫脱落检查,咨询检查方式,E0230000000277006
做什么检查啊,咨询检查方式,E0230000000303030
那手术费用大概多少,咨询价格,E0230000000376030
做完手术几天可以回家,咨询恢复期,E0230000000495031
半个小时以后,无,E0230000000526021
是这原因引起的吗,咨询病因,E0230000000559026
只有提前,无,E0230000000599020
精索静脉曲张手术要多少钱,咨询价格,E0230000000628007
月经不干净啥原因,咨询病因,E0230000000635007
可以电话吗,咨询电话,E0230000000639011
这个好像拍不了吧,无,E0230000000642031
我想着在百度上查查看看,无,E0230000000664037
去年也有几个月没来,描述就诊史,E0230000000720020
去年一个孩子也是在五十天查出没胎芽胎心，今年怀孕刚开始43天差的时候还有胎心胎芽，到64天差医生说胎芽没长，在测不出胎心，是怎么回事,咨询病因,E0230000000755005
多囊卵巢怎么确诊,咨询检查方式,E0230000000799008
我问下，那个收银的那个紫外线对胎儿有影响吗,咨询危害,E0230000000836003
我想查一下输卵管有没有堵塞,咨询检查方式,E0230000000852018
三十岁，和上夜班有关系吗？,咨询病因,E0230000000933005
会不会怀孕,无,E0230000000950011
一个月之前,描述就诊史,E0230000000976014
他没微信么？我找刘院长，咨询下,咨询微信,E0230000001058027
刘院长助理，我有了,无,E0230000001058073
不知道会不会怀孕,无,E0230000001089013
好长时间了。他说没有上社会时都是正常的。,描述就诊史,E0230000001144012
我想咨询下我42岁怀怀孕了,描述生理现象,E0230000001279008
延迟个4 天左右。每次都是,描述生理现象,E0230000001327025
需要查什么？,咨询检查方式,E0230000001336031
16*17,无,E0230000001354015
怎么调理,咨询治疗方式,E0230000001380016
我想问一下a级精子百分之三b级百分之27能怀孕吗,描述症状,E0230000001488004
我加你  还是你加我,咨询微信,E0230000001535026
打我电话说吧,确定联系意愿,E0230000001541002
你微信号多少，我加你,咨询微信,E0230000001542009
我这个很严重吗 那是不是要很久才可以看好,咨询疗程,E0230000001572025
那你这边看这个费用大概要多少呢,咨询价格,E0230000001572030
有什么治疗方法,咨询治疗方式,E0230000001587015
我来加她,咨询微信,E0230000001601023
像正常的话这种病是药物治疗吗,咨询治疗方式,E0230000001625031
哦，这个和人流有没有直接关系,咨询病因,E0230000001631038
孑宫厚度12怎么办,咨询治疗方式,E0230000001643026
是的，肯定导致不孕。,无,E0230000001669014
下次月经期间联系你喂,确定联系意愿,E0230000001712033
一直都有,描述就诊史,E0230000001862012
请问差激素六项是月经过后差，还是……,咨询检查方式,E0230000001893007
可能要做造影,咨询检查方式,E0230000001919025
现在说不方便嘛,无,E0230000001932019
我和我太太结婚半年了，到现在还没怀孕，去医院查过了都没事,描述就诊史,E0230000001944005
测排卵怎么测呢,咨询检查方式,E0230000001961005
其他的都正常，就是没有胎心,描述症状,E0230000001969020
没怀过孕,描述症状,E0230000002047018
别的方面不查吗,咨询检查方式,E0230000002062032
成功率是多少？,咨询疗效,E0230000002087069
没有报告,描述就诊史,E0230000002106020
中途一直有喝中药调理，但是月经量还是少,描述就诊史,E0230000002121032
18岁的姑娘怎么才能不怀孕,咨询治疗方式,E0230000002193007
宫腔粘连你们那里多吗？,咨询疗效,E0230000002268005
那促排和试管那个成功率高些,咨询治疗方式,E0230000002357021
性生活造成的？,咨询病因,E0230000002394021
我现在可以看哪个专家？,咨询专家,E0230000002469018
好的。我保存起来。到时给你打电话。谢谢你,确定联系意愿,E0230000002510019
我准备备孕的 我老公包皮一直是无法露出龟头来的 一直没要上宝宝。这些影响么,咨询病因,E0230000002536006
精子可以存活多久,无,E0230000002542006
女的，钱善平主任,咨询专家,E0230000002716018
我38岁，这个情况有20年左右了,描述就诊史,E0230000002744010
我需要吃多长时间,咨询疗程,E0230000002765031
怀孕几率大吗？,无,E0230000002791010
如果要是孕酮低 该怎么补啊,咨询治疗方式,E0230000002832005
以前怀过对现在要孩子有影向吗,咨询危害,E0230000002865022
来第二天,无,E0230000002874019
月经规律的,描述生理现象,E0230000003024016
我想咨询一下，备孕两个月，都是排卵期，没怀上有可能不孕吗,咨询项目介绍,E0230000003057010
4月16号,无,E0230000003097011
嗯，好几年了,描述就诊史,E0010000000027016
你还没说我这怎么回事呢,咨询病因,E0010000000107024
就是不利手，叫他不答应。懒,描述症状,E0010000000108015
新生儿三个月 头几天拉肚子 不爱小便怎么回事,咨询病因,E0010000000162004
如果想一步检查需检查哪些？,咨询检查方式,E0010000000198025
宝宝十五个月，一受惊吓就一激灵翻一下白眼，请问是什么情况？,咨询项目介绍,E0010000000235002
这种病，随着孩子的年龄大了，抽动的表现不会减轻吗,咨询项目介绍,E0010000000372031
1.16米身高，正好吗,无,E0010000000377002
那他这种情况都需要做什么检查,咨询检查方式,E0010000000419033
都打了十天针了,描述就诊史,E0010000000485006
咱们医院主攻什么？,咨询公司介绍,E0010000000517013
我电话13478963319,确定联系意愿,E0010000000539027
请问能跟治吗,咨询疗效,E0010000000565007
还是说眼睛干，老是翻白眼怎么回事,咨询病因,E0010000000704001
孙女51天，有鼻涕，不透气，还咳嗽，住院打针三天不见好，特问高医吃什么药见好,咨询药物,E0010000000726003
17岁还能长个子么,无,E0010000000781002
是偏胖吗？,无,E0010000000867013
嗯嗯，我看看那天有空去看一下，需要提早预约吗？,确定联系意愿,E0010000000970023
去年的下半年,描述就诊史,E0010000001052009
这个是我的微信号也是手机号,确定联系意愿,E0010000001190002
但是他天天出去玩 上山什么的  就是能吃,无,E0010000001194020
好您留下电话,咨询电话,E0010000001282037
就是挺淘,无,E0010000001322010
不全有，有一部分,描述症状,E0010000001401009
总眨眼,描述症状,E0010000001413002
我想问一下，孩子鼻子里弄进桂圆皮怎么办,咨询治疗方式,E0010000001497003
不是，是盘锦,无,E0010000001556011
是男孩，30个月,无,E0010000001606003
孩子做完腺样体手术后1个月，最近总是看电视发出嗯嗯的声音。是什么原因,咨询病因,E0010000001734002
那拉稀发烧，您有什么见意吗,咨询治疗方式,E0010000001801009
七岁男孩好动上课做不住爱搞小动作不听话爱哭是什么,咨询项目介绍,E0010000001892002
是不是化验血,咨询检查方式,E0010000001930010
医生 是什么原因引起的呢,咨询病因,E0010000002062015
怎么检测啊,咨询检查方式,E0010000002198015
怎么加您？,咨询微信,E0010000002202018
属于早期的抽动症吧,咨询项目介绍,E0010000002265010
生物靶向修复是什么样的,咨询治疗方式,E0010000002429009
也就是一个月的时候,无,E0010000002487014
偏瘦跟过敏原那些有关系吗,咨询病因,E0010000002505013
男，20个月,无,E0010000002564005
没有去医院，只是在家吃了一点药。,描述就诊史,E0010000002608006
我问你你们用的是那种药剂治疗的,咨询药物,E0010000002609010
男孩，9周岁，爱笑，哈哈大笑那种，好动，尤其人多的时候就兴奋，在学校，不遵守纪律，和前后桌说话,描述症状,E0010000002645003
哦，平时需要注意什么呢？,咨询注意事项,E0010000002690005
还要多久会闭合,咨询恢复期,E0010000002762014
孩子老是爱动，是多动症吗,咨询项目介绍,E0010000002901004
怎么确诊？,咨询检查方式,E0010000002914009
那倒没有，我也怕影响身高,无,E0010000002979009
之前也这样。但是后来好了。现在又这样了,描述就诊史,E0010000003003008
13079286691   十一点之后打给我,确定联系意愿,E0010000003040005
奥，还没有检查，能预测出她的身高吗？我主要担心身高,描述就诊史,E0010000003060019
预测不出她的生长空间？,无,E0010000003060029
六岁孩子总眨眼睛怎么回事,咨询病因,E0010000003077001
父母血型不合,无,E0010000003078008
检查什么项目，,咨询检查方式,E0010000003118009
19个月女孩舌系带短,描述症状,E0010000003125002
我家孩子男孩，身高1.19是不有点矮,无,E0010000003166002
如果没啥事，就不去看了,无,E0010000003204013
那怎么弄啊，大夫,咨询治疗方式,E0010000003356012
看陌生人不爱说话,描述症状,E0010000003363025
怎么补？食补吗？,咨询食疗,E0010000003393012
我明天在连系你们,确定联系意愿,E0010000003401033
没有耐心坐不住只有玩电话和看电视时能做住,描述症状,E0010000003455004
您好，记忆力下降后还能提高吗,咨询项目介绍,E0010000003470002
孩子小，刚懂点事，能去医院检查吗,咨询检查方式,E0010000003591021
昨天我做了骨龄，骨骼已经停止生长了，难道就没有办法了吗？,咨询治疗方式,E0010000003649001
好吧，我会尽快带孩子去医院的,确定联系意愿,E0010000003656018
是刷健康账户还是，医保账户！？,咨询支付方式,E0020000000016025
填补就可以修复吗？,咨询治疗方式,E0020000000056015
之前治疗没完成,描述就诊史,E0020000000064009
章祥文  17750583002,确定联系意愿,E0020000000083005
那等过段时间我再跟你们约吧，小孩最近感冒，好了再去,确定联系意愿,E0020000000124035
那下周六早上有位置吗,确定联系意愿,E0020000000125069
我蛀牙，然后拔掉了蛀牙，属于单颗缺失,描述就诊史,E0020000000165008
我只有周末有空的,确定联系意愿,E0020000000184015
好的洗牙会痛吗？,咨询疼痛程度,E0020000000247029
黄牙美白要多少钱,咨询价格,E0020000000339003
那个种牙是买一送一吗,咨询优惠活动,E0020000000354003
牙疼睡不着怎么办？,咨询治疗方式,E0020000000372004
到哪个站,咨询路线,E0020000000378024
如果最近有时间，哦我也想去咨询,确定联系意愿,E0020000000396026
前面有一颗特别突出,描述症状,E0020000000459012
方文俊13850010684,确定联系意愿,E0020000000484023
那就约5点吧,确定联系意愿,E0020000000559037
价格差不多多少,咨询价格,E0020000000568005
姓李 在念书,无,E0020000000592012
你们医院在哪里？要预约吗？,咨询地址,E0020000000692015
想看看矫正的,无,E0020000000804003
陈 18985689638,确定联系意愿,E0020000000807007
嗯嗯，你们这边是厦门登特口腔吗,咨询公司介绍,E0020000000811023
请问你们哪里拔牙多少钱一颗,咨询价格,E0020000000863003
我想看下价格考虑一下,咨询价格,E0020000000871023
明天能预约吗？,确定联系意愿,E0020000000975004
宝宝一岁半患奶瓶龋能治疗吗？,咨询项目介绍,E0020000001010003
15959390775，罗丹,确定联系意愿,E0020000001050020
好的，5139999，打这个电话,确定联系意愿,E0020000001050024
你好，我要预约周日陈欢喜医生,咨询专家,E0020000001063003
您所说的有些可以通过矫正来改善，有些就恢复不了吗？,咨询疗效,E0020000001076010
没空，后天上午也可以,确定联系意愿,E0020000001085015
对的，这两天很痛,描述就诊史,E0020000001124009
好的哈谢谢,无,E0020000001141011
什么优惠呢,咨询优惠活动,E0020000001145018
好的 我安排好时间再来,确定联系意愿,E0020000001153025
没有现在有出来工作了,无,E0020000001177011
补牙多少钱大概,咨询价格,E0020000001285003
有没有地址,咨询地址,E0020000001501014
那矫正大概需要的费用？,咨询价格,E0020000001579006
想问你们隐形矫正,咨询项目介绍,E0020000001596012
位置在哪儿,咨询地址,E0020000001665003
那思北的没有号了吗,确定联系意愿,E0020000001714030
那我6点多过来吧,确定联系意愿,E0020000001714039
你好，可以刷医保吗,咨询支付方式,E0020000001718003
贴面是什么,咨询项目介绍,E0020000001719008
是两点开始是吗？,咨询上班时间,E0020000001756009
是思北这吗,咨询地址,E0020000001818034
金鹭金店是吧,咨询地址,E0020000001829046
你们有团购吗,咨询优惠活动,E0020000001883037
另外拔牙可以医保吗？,咨询支付方式,E0020000001919018
海沧医院吗,咨询公司介绍,E0020000001933002
杨鹭。。我换电话号码了。以前那个忘记了。只有姓名可以了不？,确定联系意愿,E0020000001956005
如果做这个MRC也可以刷卡吗？,咨询支付方式,E0020000001959106
我想先了解一下隐形矫正器的费用,咨询价格,E0020000001986026
那如果做牙套的价格呢？,咨询价格,E0020000002050028
你们医院叫啥名、我查下,咨询公司介绍,E0020000002058020
陈秀玲，18859219689,确定联系意愿,E0020000002063009
种植牙齿最佳是什么时间,咨询项目介绍,E0020000002064011
大概木多少,咨询价格,E0020000002067008
冷热会痛,描述症状,E0020000002070008
您好！我的后槽牙坏了一个大洞，吃东西就疼，这个能修复吗,咨询项目介绍,E0020000002126003
小朋友喜欢黄医生,无,E0020000002154016
等会儿会受到预约成功的短信?,确定联系意愿,E0020000002154025
什么是叫牙源性骨源性啊,咨询项目介绍,E0020000002164019
价格上限、下限总有区间吧！,咨询价格,E0020000002203007
有隐形的牙套吗？尽量不要影响工作和生活,无,E0020000002273016
有没有快速止痛的办法,咨询治疗方式,E0020000002333020
但是牙龈肿了能拔吗？,咨询项目介绍,E0020000002349019
10点半这样就可以,确定联系意愿,E0020000002353036
智齿被牙龈包住了。可以切除牙龈吗,咨询项目介绍,E0020000002382003
我说香江花园这家,无,E0020000002423010
就诊时间？,咨询上班时间,E0020000002424037
这是牙套？,无,E0020000002481006
那明天尽早抽空去,确定联系意愿,E0020000002537026
全江牙齿多少钱！,咨询价格,E0020000002627004
我要预约思北这家,确定联系意愿,E0020000002644029
帮我预约莲花那家 7点,确定联系意愿,E0020000002644043
问了很多说你们的收费还是蛮高的,咨询价格,E0020000002650044
一次就能美白吗。那对牙齿有没有伤害呢,咨询疗程,E0020000002754019
我关注了一下你们有个隐形牙套？,无,E0020000002803003
请问你们医院具体位置在哪里？,咨询地址,E0020000002848004
拍片一般多少,咨询检查价格,E0020000002854036
我的慢性牙周炎可能是几十年了。,描述就诊史,E0020000002864012
或者明天早上,确定联系意愿,E0020000002873056
多大不适合牙齿矫正,咨询项目介绍,E0020000002924005
这个烤瓷牙可以保质期几年呢,咨询疗效,E0020000002926074
你们最难拔的智齿一个多少钱,咨询价格,E0020000003029018
3到6个月才能好,咨询疗程,E0020000003043077
这个不用了吧。她清楚就好。跟着领导走  哈哈,无,E0020000003070026
行，你发给我就好，我有需要我会跟你们联系。你们不用给我打电话，谢谢,确定联系意愿,E0020000003133030
那这样用医保就要380，若果自费就要188？是这样吗,咨询支付方式,E0020000003172036
做同样的项目，差价太大了吧，,咨询价格,E0020000003172038
地址发给我下,咨询地址,E0020000003189008
智齿到底拔不把,咨询项目介绍,E0020000003224003
你那是哪个站,咨询路线,E0020000003337037
拔一颗门牙需要多少钱,咨询价格,E0020000003428003
价格有5999的？,咨询价格,E0020000003429003
OK，检查需要多少费用,咨询检查价格,E0020000003477021
没有去拍片,描述就诊史,E0020000003499008
然后你们都地址给我一个,咨询地址,E0020000003571054
隐形的要多久可以矫正呢   会不会影响形象啊,咨询疗程,E0020000003682009
黄蕾18250723102,确定联系意愿,E0020000003733010
当天可以好吗？,咨询恢复期,E0020000003734022
在哪个口腔医院,咨询公司介绍,E0020000003745003
其实我想把那颗牙齿拔掉,咨询项目介绍,E0020000003784016
咱们医院现在有做大夜班吗？,咨询上班时间,E0020000003791011
我是刚才咨询种植牙的价格的，麻烦您再发一份给我。谢谢。,咨询价格,E0020000003795003
9月 26号,无,E0030000000044019
想做个检查，我这岁数还能不能生。,咨询检查方式,E0030000001174018
然后第两次来月经就是黑色的,描述生理现象,E0030000001198013
月经干净后几天又来月经是怎么回事,咨询病因,E0030000001288006
验孕棒显示一条红一条弱，是怀孕了？,描述就诊史,E0030000001358006
我在昭通,无,E0030000001361021
没有 42天的时候去医院坐了孕酮有19 B超看到胚芽了,描述就诊史,E0030000001388010
不来大姨妈前都很少,描述症状,E0030000001438011
问一下那个在经期房事会怀孕吗？,无,E0030000001484004
检查都是单独的吗,咨询检查方式,E0030000001557063
毛囊炎是什么？,咨询项目介绍,E0030000001665020
可以怎么办呢,咨询治疗方式,E0030000001702011
我是在官渡区云大西路郭家小村,无,E0030000001703032
上环需要多少钱,咨询价格,E0030000001727003
抽血，尿捡，白带。,描述就诊史,E0030000001748021
在北辰站上车到哪里下车?,咨询路线,E0030000001760038
我加你的QQ了,确定联系意愿,E0030000001832014
不过具体位置是在阴唇附近,描述症状,E0030000001933011
你好，我想问一问几个月是做流产最好的,咨询项目介绍,E0030000002088006
想咨询一下你们产科套餐是什么价位,咨询优惠活动,E0030000002124003
我想问一下产后3个月怀孕可以做无痛人流吗,咨询项目介绍,E0030000002169007
今天过来可以做吗,确定联系意愿,E0030000002357011
那可以排除怀孕了嘛？,无,E0030000002395017
可以人流和上环一起做吗,咨询项目介绍,E0030000002439020
到时候是早孕检查吗,咨询检查方式,E0030000002447015
我媳妇她说上厕所尿血，而且还有血块，我们应该怎么办,咨询治疗方式,E0030000002496006
病孕药,咨询药物,E0030000002502014
我要怎样选择适合我的环？,无,E0030000002569020
来姨妈为什么会有血丝,咨询病因,E0030000002657004
还提前几天,无,E0030000002835005
没有优惠的话,无,E0030000002971013
前几天检查是盆腔炎,描述就诊史,E0030000003022018
您好，请问你们这里剖宫产多少钱,咨询价格,E0030000003099001
我想咨询一下人流价格,咨询价格,E0030000003124002
问一下  做人流大概多少钱,咨询价格,E0030000003145005
我想问一下我这种情况这次是不是还需要再吃地屈孕酮片？要吃几天呢？,咨询药物,E0030000003227023
那我明天换个医院看看吧，过几天在看不放心，我都备孕一年多了才怀上,确定联系意愿,E0030000003250028
血检需要空腹吗？,咨询注意事项,E0030000003389011
27周多,无,E0030000003402006
13岁的女生和男生同房会怀孕吗,无,E0030000003426003
19岁，有过，应该是在那几天吧，我也记不太清楚了,无,E0030000003432010
18岁，HPV43是很严重吗？会不会得宫颈癌,咨询危害,E0030000003482007
麻烦问一下做nt要搭配验血一起吗,咨询检查方式,E0030000003631009
大概今天可以在确定一下,无,E0030000003662015
好的，，谢谢，麻烦您啦,无,E0030000003717023
HCG334合适吗,描述就诊史,E0030000003853018
那我下午就直接去你们医院,确定联系意愿,E0030000003896030
会不会是伤口挣到了,咨询病因,E0030000003921020
下午三点吧,确定联系意愿,E0030000003990057
我想问一下，你们这家医院在哪啊，昆明哪里？要不我过来看一看？,咨询地址,E0030000004013008
一般多久能恢复呢,咨询恢复期,E0030000004262035
半年我女朋友做两次人流会怎么样,咨询副作用,E0030000004553004
那我二十号以后再看看吧,确定联系意愿,E0030000004854014
这样大概是今天,确定联系意愿,E0030000005027016
这种情况怀孕机会大吗,无,E0030000005155017
产后两个月来月经，量特别多,描述生理现象,E0030000005160003
怀孕50天有胎芽和卵黄囊没胎心，还有可能会有胎心吗？有胎心的激励大吗,描述症状,E0030000005258005
16岁白带多异味,描述症状,E0030000005283003
一月六号,无,E0030000005292011
大概折扣什么样的,咨询优惠活动,E0030000005332052
做完手术会出血吗,咨询副作用,E0030000005377010
因为我年龄还小，所以月经不稳定是正常的啊！请问是这样的吗？,描述生理现象,E0030000005404019
主要检查什么的？,咨询检查方式,E0030000005433006
那不优惠时原价多少？,咨询价格,E0030000005433021
子宫B超吗,咨询检查方式,E0030000005447031
你们医院是几点下班呢,咨询上班时间,E0030000005496095
照b超需要多少钱,咨询检查价格,E0030000005527002
那怀孕什么时候做人流比较合适,咨询项目介绍,E0030000005627014
11  30来的,无,E0030000005667003
特别痛，怎样才能缓解,咨询治疗方式,E0030000005714008
为什么会有像幌子一样的东西，一小块的,咨询病因,E0030000005715010
【V信】 15210644309 【QQ】 270443604  新闻源 李明,确定联系意愿,E0030000005727007
就是我和我女朋友第一次的时候 没进去 进去了一点吧 然后没带套 也没有射 她是安全期 会怀孕吗,描述生理现象,E0030000005787003
我大姨妈本该是1号来的,描述生理现象,E0030000005901028
我就先咨询下要去做什么检查,咨询检查方式,E0030000006017021
那如果我要重新检查呢,咨询检查方式,E0030000006116002
为什么性生活会有阴吹,咨询病因,E0030000006124004
我上个月26号来的月经经期7天,描述生理现象,E0030000006145005
但是很怕会有意外,咨询副作用,E0030000006171012
就是我想问一下，我女朋友刚刚打完胎，10多天我又和她同房了，这样对她有些什么影响？,咨询危害,E0030000006193003
有没有尽快怀孕的办法,咨询治疗方式,E0030000006198032
这个月20号吧,无,E0030000006202009
那这个现在可以做嘛？,咨询项目介绍,E0030000006248016
那用验孕棒可以检查吗？,咨询检查方式,E0030000006269020
怎么去怀孕,无,E0030000006382005
五天没来月经,描述生理现象,E0030000006425001
有推迟，但都不会太久,描述生理现象,E0030000006686020
那像我这种严重吗,咨询危害,E0030000006713015
18岁 月经上个月23号,描述生理现象,E0040000000009008
会对小孩不好吗,咨询危害,E0040000000035010
子宫附件彩超和妇检一回事吗,咨询检查方式,E0040000000062010
我只是想问一下这个时候同房了会怀孕的可能性有多大,无,E0040000000064013
我还是学生，最近一直挺害怕的,无,E0040000000149060
因为还要上课没时间去医院，也害怕,确定联系意愿,E0040000000178014
今天有几个人预约了？,确定联系意愿,E0040000000209034
一个月后用不用要去检查啦,无,E0040000000230037
谢谢！怎样预约,确定联系意愿,E0040000000243031
今天医生给开了二丁颗粒，能吃么,咨询药物,E0040000000253008
有过。七夕那天,无,E0040000000326035
那这肚脐疼肚子咕咕叫与怀孕的事情有关没？,咨询病因,E0040000000326039
还是说药物就可以治疗,咨询治疗方式,E0040000000399027
要是普通的对身体伤害大吗,咨询副作用,E0040000000486019
你们这个医院,无,E0040000000508002
什么事血检？,咨询检查方式,E0040000000513026
那我应该怎样做呢,咨询治疗方式,E0040000000534013
官网可以开药吗,咨询药物,E0040000000580019
35.有俩个月了吧,描述就诊史,E0040000000606009
得多久才能做,咨询疗程,E0040000000617024
912697709这是我QQ号,确定联系意愿,E0040000000628024
哦。那我看看最近有时间了过去检查一下，现在家里有点忙。没人帮忙带孩子。,确定联系意愿,E0040000000635033
我记着你的电话就是了,确定联系意愿,E0040000000647049
我做完无痛人流20多少了今天出血多了点是怎么回事,咨询病因,E0040000000655003
为什么妇科病老反复发作,咨询病因,E0040000000676004
是怎么了？严重吗,咨询危害,E0040000000727004
人流一个星期去医院检查一切正常恢复的很好，之前的药吃完了医生又开的尹血安颗粒吃了一个星期中间突然得了过敏性紫癜然后那个药就停了一个星期没吃，现在下面还有褐色分泌物没异味，那个药还可以有必要继续吃吗,咨询药物,E0040000000783006
嗯，谢谢你，我去了再说,确定联系意愿,E0040000000835037
像我这种情况有没有必要做TCT检查呢,咨询检查方式,E0040000000882033
麻烦问一下，阴道口有点刺痛是什么原因,咨询病因,E0040000000912003
你说我这个受孕几率是不是特别低，但是是不是还可以怀孕的,无,E0040000000924049
我的意思是阴道里面那个洞是怎么回事,咨询病因,E0040000000925013
好，我明天去看医生,确定联系意愿,E0040000001023014
我这两个病应该吃啥药,咨询药物,E0040000001049042
胡医生好,无,E0040000001118050
性生活三天后能测出来吗,咨询检查方式,E0040000001194009
盆腔炎会影响我怀孕吗,咨询危害,E0040000001214014
也没做过检查！,描述就诊史,E0040000001226007
宫外孕，和流产那个严重啊！,咨询项目介绍,E0040000001301007
好的，能不能把你联系方式给我一个,咨询电话,E0040000001401067
输液效果好还是烤电效果好,咨询治疗方式,E0040000001419010
还可痒怎么回事啊,咨询病因,E0040000001431007
你家什么这个活动什么时候结束,咨询优惠活动,E0040000001463020
这两天感觉下面瘙痒  不知道什么情况,咨询项目介绍,E0040000001485005
之前也没有刻意备孕，就是想着顺其自然,无,E0040000001496019
是的就这次推迟了,描述生理现象,E0040000001522011
，血常规是抽血吗,咨询检查方式,E0040000001566047
八月提前五天,无,E0040000001618013
我听同事们说可以选择药物,咨询治疗方式,E0040000001671023
第二天就开始疼,描述症状,E0040000001672006
阴道会有疼痛感是怎么回事,咨询病因,E0040000001773002
我的月经都过十天了，这是怎么了,咨询病因,E0040000001783003
那不会是什么大病吧。。。,咨询项目介绍,E0040000002003032
这些天乳房也胀痛,描述症状,E0040000002011013
