sentence,intention
那应该怎么办呢？,咨询治疗方式
拍个CT需要提前预约吗,确定预约时间
那怎么会膝盖疼呢,咨询病因
严重吗医生,咨询后果
能看好吗,咨询疗效
加以下QQ,咨询QQ
我也知道酒后过性生活是最损害身体的,无
费用,咨询价格
有十天了把,无
三月左右,无
请问我要是看病挂号怎么挂,咨询挂号
骗子医院,无
我也很迷茫状态,描述情绪
那该去哪个科室检查呢,咨询挂号
电话?微信?都可以,确定联系意愿
专职男科吗,咨询公司介绍
会是什么原因?,咨询病因
514100575qq,确定联系意愿
是不是打飞机打多了也有影响、,咨询病因
你就不说吃什么药,咨询药物
就检查一项？,咨询检查
哦，好的具体位置发一下吧,咨询地址
四川德阳一家大医院,无
一直有,无
单侧隐睾复位大概多少钱,咨询价格
如果去药店，我可以买到的药物，都有哪些呢,咨询药物
729806846qq,确定联系意愿
做包皮手术是多少钱？,咨询价格
是不是花好多钱,咨询价格
男性乳腺切除手术多少钱,咨询价格
我是健身教练,无
大概多久治疗,咨询治愈时长
今天上午上了五次,描述频率
我是给我朋友咨询?他不想打电话说?害羞,描述情绪
医生您好，医院里有硬霸天这种药吗,咨询药物
治疗是多长时间？,咨询治愈时长
看不起,无
前列腺吃氧氟沙星片可以吗,咨询药物
我38岁了，房事四五分钟能吃点什么,咨询食疗
咱们医院,无
吃药还是手术？,咨询治疗方式
duoshao?qain?,无
尿道感染一般几天能好,咨询治愈时长
呃。。算了吧,无
你那太远了,无
浑身出汗,描述症状
咬我啊,无
会治好吗？,咨询疗效
这两年吧。不知道怎么办。有啥办法吗,咨询治疗方式
全下来多少钱,咨询价格
是什么原因导致的呢,咨询病因
多久可以治疗好,咨询治愈时长
就是手淫最好是一月几次,描述频率
男的吃什么药,咨询药物
这个不影响，女人怀孕吧,咨询后果
私人的博爱医院,无
你们那是做些什么检查呢,咨询检查
你医院地点在那里,咨询地址
几点休息是最好的时间呢,无
您好，我这边提供【刷下拉】最牛的引流服务，另有【百度快排】全新的排名系统，保证十万 排名，强悍霸屏、劫持等业务。全新的价格！全新的服务！合作多多，优惠多多！详情咨询QQ：561506884,无
大概多久能好,咨询治愈时长
吃什么能够修复海绵体,咨询食疗
能培育出小孩吗？,无
1371701****这是我的手机号,确定联系意愿
隔一天遗一次,描述频率
公立医院,咨询公立私立
QQ1911024250,确定联系意愿
那怎么办医生,咨询治疗方式
吃什么啊,咨询食疗
帮了我不要没事乱想,无
你们医院是骗人的,无
不能吃吗,咨询食疗
治疗周期是多久,咨询治愈时长
你们也是民营医院吧?,咨询公立私立
你好医生。,无
我打了一个车,无
有时有晨勃，但是大多时候没有,描述症状
姜医生好,无
检查前一天是不是不能洗澡呀？,咨询检查
西单地铁站出哪个口？,咨询路线
昨天,无
那现在可以吃些什么么？,咨询食疗
没有晨勃啦,描述症状
我打算明天去医院检查下,确定预约时间
我说的意思，去你们医院治疗，需要多长时间,咨询治愈时长
这是微信,确定联系意愿
医生我想知道?我现在吃点什么?或者抹点什么能缓解,咨询食疗
用什么药呢,咨询药物
现在上班不行,无
该怎么检查,咨询检查
怎样治疗，,咨询治疗方式
??????,无
那也是正规医院呀,咨询公立私立
一年多了,无
好谢谢到时提前联系您,确定联系意愿
记错了,无
这个我具体都需要怎么治疗,咨询治疗方式
你们医院几点下班呢,咨询上班时间
主要是射精快,描述症状
这个需要吃点什么好呢？还是以后性生活过的不能这么频繁了,咨询食疗
男科医院哪家好,咨询公司介绍
手术大概多长时间？以后需要去医院疗养吗,咨询治愈时长
好治疗吗马老师,咨询项目介绍
不用吃什么东西补吗？,咨询食疗
想问问具体还需要检查什么,咨询检查
哦，我不好意思去,描述情绪
这个能医好吗,咨询疗效
术前检查需要多少呢,咨询检查
22岁??当了两年兵??回来两年了???不定时的疼???一疼两三天,描述症状
有人说有影响？,咨询后果
手术费用多少钱呢,咨询价格
周大夫吗???有印象有印象,咨询专家
我有点害怕,描述情绪
去医院检查打不出来,描述就诊史
没去看过,描述就诊史
那明天我十点左右去你们医院,确定预约时间
不了解，,无
这怎么检查啊,咨询检查
到了给你打电话就行是吗？,确定联系意愿
哪该怎么治疗,咨询治疗方式
请问您是刘医生吗,咨询专家
做二次发育手术多少钱,咨询价格
大概多久能够恢复，多少钱,咨询价格
是我男友,无
早以前经常上夜班,无
你说的意思是去医院查是吧？,咨询检查
你们医院得这病的人多吗,咨询项目介绍
太远了，去不了,无
我硬不起来,描述症状
莆田系？,咨询公立私立
那么激光这个最终恢复期是多久？,咨询治愈时长
我这个医生是不用拆线的,无
你是哪位医生,咨询专家
有点，是什么愿因,咨询病因
不需要挂号吗,咨询挂号
我想问问北京哪家医院做包皮过长手术好呢,咨询公司介绍
枸杞可以恢复海绵体吗,咨询食疗
我农村的，在县城医院打过滴流，和尿道灌注，还有物理疗法，肛门插管，都不管用,描述就诊史
请问医生，我这属不属于正常,无
晚上睡觉的时候射精,描述症状
不是在济宁大医院,无
勃起还好,描述症状
哦哦，吃药可以解决吗,咨询治疗方式
治疗周期得多久,咨询治愈时长
手淫能硬射精就完了,描述症状
既然是正常的水肿那什么时候才能消肿啊,咨询治愈时长
10月27,无
我觉得我是心里,无
吃药吗这东西,咨询药物
那用什么药呢？,咨询药物
QqQq1247662758,确定联系意愿
也不影响生育,咨询后果
我平时开车,无
休息基本都是十一点左右,无
不是不是，你欠我对不起，我冒昧了,无
一天十多次,描述频率
吃了好多药也不好。上了好多药也没有好,描述就诊史
我QQ1740485459,确定联系意愿
一个月大约有一到两次的遗精,描述频率
那您的意思是用药物治疗啦？,咨询治疗方式
多久能好呢,咨询治愈时长
能治愈不？,咨询疗效
手术治疗有副作用吗,咨询后果
这种情况有药物吗？,咨询药物
上班呢？没带单子,无
我问下看前列腺大约多少钱,咨询价格
那要几个疗程,咨询治愈时长
上的就是夜班,无
有时候一天一次??有时候硬了一次??有时候想着以前和对象在一起的时候一次??这个得看我自己了,描述频率
我请下假给你打电话，你叫什么名字,咨询电话
废话，以前就没有我这种症状的人，我是第一个，我过去去你们哪里花几千检查一下你就乐了,无
很近的,无
两天一次,描述频率
得多少钱,咨询价格
北京上班呢,无
像我这种情况怎么办,咨询治疗方式
行。,无
就是上班久座,无
我今天要办很多事，可否先推荐几种药物试试呢,咨询药物
多少钱一个疗程啊？,咨询价格
能挂号吗,咨询挂号
饮食起居怎么调理,咨询食疗
电话就算了,确定联系意愿
可以打我电话,确定联系意愿
bnm917917我的微信号,确定联系意愿
我不用QQ,确定联系意愿
做一个包茎的环切手术大概多少钱！包括术后恢复复查什么的,咨询价格
嗷！那是不是炎症引起的？,咨询病因
你晚点时间给我打个电话吧，沟通的直接一点,确定联系意愿
治他干嘛,无
刚坐上车,无
术后多长时间能好，可以正常夫妻生活,咨询治愈时长
有时有晨勃,描述症状
没有，像我这种情况都应该检查什么？,咨询检查
日常吃点什么东西补肾,咨询食疗
应该是后来吧,无
如何治疗好,咨询治疗方式
做完阑尾炎手术后,描述就诊史
射精有力，,描述症状
你们的医院地址在哪里,咨询地址
没做,无
你那是什么医院？,咨询公司介绍
打扰了不好意思,无
要预约吗,确定预约时间
不方便电话,确定联系意愿
医院,无
早泄,描述症状
长虹医院,无
火车票我都买好了，在等个三天我就要回老家了,无
你好 想明天去检查,确定预约时间
去过，私人小医院没给比较专业的说法,描述就诊史
我们上班时间不让打电话,确定联系意愿
太远了，去不了我老师,无
今天王琳医生出诊吗,咨询专家
补肾吃什么好,咨询食疗
得多久恢复,咨询治愈时长
四十二，有四个多月了,无
可以加您QQ吗,咨询QQ
42勃起5六厘米,描述症状
我去不了你的医院,无
补肾的食物,咨询食疗
第一次还是？,无
我在大医院检查是一切都正常,描述就诊史
我们再一起上班呀,无
口服的应该用什么药啊！大夫也没给我开过药啊,咨询药物
我就想知道，我这样能不能治好,咨询疗效
这样的情况严重吗,咨询后果
但是每天早上还可以晨勃,描述症状
你们医院能检查吗？医保能报销吗？,咨询检查
我现在去不了。我在机场上班,无
吃点什么补身体的东西,咨询食疗
我的意思我现在需要什么治疗,咨询治疗方式
主要是不好意思,描述情绪
忽然就这样了，跟老坐着有关系吗？,咨询病因
包皮有点感染用什么药膏好,咨询药物
去了怎么挂号，挂什么号,咨询挂号
男科医院哪个好,咨询公司介绍
在大连,无
好的，我尽快去做全面检查,咨询检查
去你们医院是吗？,无
谢谢，我离你们医院很近，有空我过去看看,无
先射精,无
尴尬了,描述情绪
怎么回事？,咨询病因
土桥,无
有啥解决办法吗？,咨询治疗方式
从做手术到康复总费用要多少,咨询价格
我准备做个结扎手术,咨询项目介绍
微信聊咯,确定联系意愿
你有QQ吗,咨询QQ
一会我给你打电话】,确定联系意愿
在北京有店吗,咨询公司介绍
这种手术一般多久？,咨询治愈时长
方便加QQ嘛,咨询QQ
我去曙光医院找哪位医生,咨询专家
我能咨询一下艾滋病窗口期吗,咨询项目介绍
手术一般能有什么样效果,咨询疗效
%c%已成功发送了一个文件，请点击接收请务必将此文件保存到您自己的本地电脑，服务器上仅保留该文件12个小时。文件说明:QQ图片20180406100951.jpg,无
是不会是因为术后引起的吧,咨询病因
qq757295851,确定联系意愿
怎么治啊,咨询治疗方式
逆行射精是怎么回事,咨询病因
因为你是骗子,无
包皮手术什么年龄做好,咨询项目介绍
你那有治静脉曲张的大夫吗,咨询专家
我这信号不号， 打不出去啊， 稍后与我联系,确定联系意愿
那个怎么检查,咨询检查
你告诉我地址就可以了。去的话我会直接过去的。,咨询地址
你那医院好远,无
把乘车路线发过来就可以,咨询路线
你好 我想问下 前列腺炎 打针一般多长时间能好,咨询治愈时长
我们这里有医院,无
运输,无
没有车,无
我QQ号是1766690493,确定联系意愿
用什么药好？,咨询药物
有过,无
朝阳医院,无
您加了吗,确定联系意愿
我想了解一下咱们是怎么治疗的,咨询治疗方式
哦哦，你们医院是公立医院吗,咨询公立私立
上班时间联系我,确定联系意愿
大约几天能好？,咨询治愈时长
可以＋微信聊吗？,咨询微信
我男友老是往我嘴里尿尿，射精，会怀孕吗,无
怎么这样,无
一直是,无
咱们是怎么治疗的啊,咨询治疗方式
我的睾丸太小了,描述症状
勃起来应该十厘米左右,描述症状
发图片给您看一下可以吗,无
你这是给你们医院打广告的,无
不用微信,确定联系意愿
那吃点什么好呢,咨询食疗
哪如果做了包皮手术能改善阴茎的长度吗,咨询疗效
您加我吧,确定联系意愿
太远了？呵呵,无
799083365我们能QQ沟通吗？我打算晚上过去，你们几点下班,确定联系意愿
到底要怎么办,咨询治疗方式
我想问一下。能治好吗,咨询疗效
你好你加我吧,确定联系意愿
请问吃什么增加雄?雄性荷尔蒙的药,咨询药物
1393033****? 电话联系,确定联系意愿
三，四年了，每天早上起来第一次小便到最后就会有白色液体,描述症状
谢谢，最多一天能射几次,描述频率
这怎么办啊,咨询治疗方式
他不愿意做,无
我约个号今天正好也没事,确定预约时间
每次的第一次性生活挺快的?第二次就好了,描述症状
7/8次吧,描述频率
你告诉我地址就可以了,咨询地址
你们医院是私人医院吧,咨询公立私立
和疼痛有多大关系,咨询病因
哦哦，那我明天就去医院，谢谢,确定预约时间
我开车呢,无
可以加qq说吗,咨询QQ
这能治好吗,咨询疗效
qqqxxx80000,确定联系意愿
一次两次,描述频率
多长时间能治好，大概多少钱,咨询价格
治疗还没几天呢,描述就诊史
离的也不远,无
用点什么药呢?我想问问,咨询药物
这种病院治不好就别在骗患者说能治好，那种会更伤人,无
平时都是坐公交,无
这个怎么能缓解,咨询治疗方式
哦我加你,咨询微信
当时检查没问题,描述就诊史
性生活特别少一月一次,描述频率
有什么影响吗？,咨询后果
用什么药膏好,咨询药物
要多少钱呢,咨询价格
哪我症状是结石引起的吗,咨询病因
网上说可以多吃洋葱羊肉等食物,咨询食疗
你们医院在哪啊？,咨询地址
我在承德,无
一个月了,无
增生能治愈吗,咨询疗效
能不能通过食疗解决呢,咨询食疗
费用大约多少??一般周期是多少时间见效,咨询价格
是怎么回事？,咨询病因
损伤采取啥治疗,咨询治疗方式
怎样治疗早泄,咨询治疗方式
慢慢变短，是龟头大敏感吧,描述症状
QQ626951572,确定联系意愿
什么原因导致的,咨询病因
能自己恢复吗,无
严重吗？,咨询后果
前几天你不在吗？,无
加微信聊好吗，我号843989430,确定联系意愿
西苑中医院是三甲医院吗,咨询公立私立
是免费检查的吗,咨询检查
看了！吃了一个月药好了！又不行J,描述就诊史
1841006****，你是正规医院吗,咨询公立私立
早些怎么治疗,咨询治疗方式
像这种病，大约多久能够恢复呢,咨询治愈时长
20发车,无
他什么时候上班,咨询上班时间
这个可以发照片吗？,无
该怎么治疗,咨询治疗方式
医院位置在那里,咨询地址
好的知道了，我想了解一下费用须要多钱？,咨询价格
那到医院看什么科,咨询挂号
你好医生，我老公近一段他的功能不能勃起是什么原因呢？,咨询病因
这个要是靠休息的话?能恢复吗,无
大概价位多少,咨询价格
费用是多少钱?贵吗？,咨询价格
我这要是去医院得挂什么科啊,咨询挂号
这个有影响吗,咨询后果
吃点什么？,咨询食疗
前列康的副作用是什么,咨询药物
如果去检查，检查什么痛苦吗,咨询检查
好，我加你吧大夫,咨询微信
治病治好了，也除不根吧,咨询疗效
你们医院位置在哪,咨询地址
能用达克宁吗？,咨询药物
该做一个什么检查确认下情况呢,咨询检查
太恐怖了,描述情绪
这种检查费时间吗,咨询检查
他们那应该收费比你们正规吧,咨询价格
想检查一下,咨询检查
今天用香皂洗了，涂了点药膏。涂上去没感觉,描述就诊史
可以加微信吗,咨询微信
医者父母心，就你这样的根本不配为医！问了这么多问题老子也回答了不少。你这个庸医也不知道是什么原因造成的，见过傻逼的，没见你这么傻逼的,无
需要去医院做检查吗？？,咨询检查
怎么个检查法,咨询检查
加QQ吧,咨询QQ
没检查那,描述就诊史
普遍情况下，多久可以治好,咨询治愈时长
没有微信,确定联系意愿
我想加微信跟你说,咨询微信
你们那是正规的医院吗？,咨询公立私立
有两次,描述频率
QQ3404951415,确定联系意愿
怎么个区分发,无
能刷医保吗,无
明天来看医生吧,确定预约时间
这两天排尿的时候有点痛～并且老有分泌物,描述症状
行吧,无
北京地坛医院,无
两次,描述频率
老班来了,无
一个多月了吧,无
问了一下其他人，大家褒贬不一,无
怕冷,描述症状
骗子。,无
你是属于科室大夫吗？,咨询专家
您那里是三甲吗,咨询公立私立
今天去电力医院医生说一天2.3次都是正常的,描述就诊史
哦，太远了，我在房山,无
我女朋友,无
那个好了,无
真心后悔……,描述情绪
您加一下,确定联系意愿
上班吗 肯定了,无
这个不上医院吧,无
戴套的话会打到十分钟,描述症状
玛丽妇婴医院,无
是公立的我就打算去一趟,咨询公立私立
天气热每天都洗澡怎么会感染呢,咨询病因
我觉得我的精子少吃什么可以补充精子,咨询食疗
qq:1123111562,确定联系意愿
治疗阳痿早泄需要多长时间,咨询治愈时长
3年左右吧,无
你这个助理怎么回事儿,无
包皮过长，也影响性生活吗？,咨询后果
太远了，,无
你们医院有检查肝方面的科室吗,咨询公司介绍
qq2471803913,确定联系意愿
回头我再加你吧,确定联系意愿
还是需要到医院做检查？,咨询检查
现在基本上2个月一次手淫,描述频率
我加你好了,确定联系意愿
好像是动脉还是静脉供血的问题,描述症状
我戒色情况下能恢复吗,无
三甲医院吗,咨询公立私立
割了包皮要多久能好,咨询治愈时长
第三次了，,描述频率
你好你们这是公立医院吗,咨询公立私立
您这边属于公立还是民营,咨询公立私立
1801086****打字慢，电话联系吧,确定联系意愿
医院是在哪呢,咨询地址
可以加微信qq吗,咨询微信
那我该怎么办,咨询治疗方式
北京,无
勃起10公分，疲软5公分,描述症状
是私立医院了！,咨询公立私立
你们是什么医院呢？,咨询公司介绍
做完能直接上班吗,咨询治愈时长
一直想小便,描述症状
你多少 我加你,咨询微信
术后恢复需要多久,咨询治愈时长
这个咋治疗,咨询治疗方式
那吃什么才能补精？,咨询食疗
去看不会花太多钱的吧,咨询价格
我也不想跑太远，怪麻烦的,无
好的，医院在哪里,咨询地址
吃什么延长射精,咨询食疗
割完后需注意什么？,无
这不是我手机,无
检查什么?_?,咨询检查
晚上几点下班,咨询上班时间
在哪里呢,咨询地址
大概多长时间可以恢复呢,咨询治愈时长
是欧阳医生吗,咨询专家
腰酸乏力,描述症状
挂号检查二三百块能够吗在有检查多常时间能出结果,咨询检查
我的QQ,确定联系意愿
我加您吧！我电话1511012****,确定联系意愿
做个全面检查可以吗,咨询检查
我直接挂号。,咨询挂号
男人几分钟算正常。,咨询生理现象
谢谢您，如何对贵院检查，享受一保吗？,无
能治愈吗,咨询疗效
我这次撸管完射了，会不会有危害,咨询后果
是前列腺有问题吗,咨询项目介绍
住院证明啊,无
我想咨询一下，做包皮手术，还有日后的恢复，需要多长时间，以及多少钱？,咨询价格
吃什么补精,咨询食疗
我明天给你打电话，可以吗,确定联系意愿
等会加我QQ就行,确定联系意愿
手术有风险吗,咨询后果
不好说，一阵一阵的,描述症状
我都需要做哪些检查？,咨询检查
您是哪为医生?,咨询专家
问问你们专家,咨询专家
你微信号多少了,咨询微信
做了包皮手术几天可以拆纱布,咨询治愈时长
17勃起6厘米,描述症状
那吃什么能好点,咨询食疗
那我这种烤电管用么,咨询疗效
医生，我们还有几天就放假了，放假我就过来医院。好吗？就这几天不超过十天,确定预约时间
一开始可以做很久,描述症状
我今天来这就是想提醒一下你们这些客服有些话不要乱说,无
一睡觉就勃起。,描述症状
？？怎么办啊,咨询治疗方式
请问怎么解决呢要不要在意,咨询治疗方式
我每天十公里骑车,无
是不是先做个精液检查和前列腺检查,咨询检查
喝生鸡蛋可以壮阳吗,咨询食疗
开车，望京,无
平时有手淫的毛病 ，平均一周一次,描述频率
你好我问一下，我上次手淫过度导致损伤，现在过了几天脱皮了发痒是快好了吗？,描述症状
北京曙光医院?是吗。尽快过来,咨询公司介绍
请问一下。现在割包皮?要多少钱啊,咨询价格
性方面，吃那些会好点,咨询食疗
都吃一些什么食品可以补这些精子,咨询食疗
心里钻牛角尖,描述情绪
一般医院做这种手术费用多吗,咨询价格
你们整个医院就是针对这个男科问题的医院是吧,咨询公司介绍
说没有,无
有的时候两次,描述频率
做完包皮手术，换完药后能不能吃海鲜？,咨询食疗
地址在哪里？,咨询地址
可以少吃肉吗，例如牛肉,咨询食疗
平时上班也没有在意,无
发个具体位置,咨询地址
这是为什么这样,咨询病因
睾丸积液,描述症状
能百分百治愈吗,咨询疗效
晨勃是什么意思,咨询生理现象
咱们医院在哪里？,咨询地址
我有阴虱毛刮了用什么药,咨询药物
熬夜和手淫是挺频繁的,描述频率
才几天,无
包皮手术要肿多久,咨询治愈时长
噢噢，其实我跟你说吧，我早就想去，就是不好意思,描述情绪
骗子医院医托儿。,无
我想问一下，一个星期手淫一次，没事的吧,描述频率
你曙光医院是不是在三元西桥那,咨询地址
你的意思去医院检查吗,咨询检查
哦！我这个咱们医院能给治好吗？,咨询疗效
那我要是去医院得挂什么科啊,咨询挂号
在三甲医院治的没给做化验,描述就诊史
吃药不的吃几个疗程吗,咨询治愈时长
我跟女朋友可能连续3次这样的情况有,描述频率
唉，爸妈没法应付,无
地坛医院,无
当个秒男真的好绝望,描述情绪
严重的早泄治疗需要多长时间,咨询治愈时长
我想问问，我之前做的那些事影响身高吗？,咨询后果
飞机杯,无
刚才不是让我注意休息没事吗,无
这几天上班吗,咨询上班时间
QQ38834968,确定联系意愿
qq有吗，我加你吧,咨询QQ
我想咨询下这个是在哪个科室看,咨询挂号
26??一个月了,无
恩我想问下在那啊位置,咨询地址
就是做这个手术对我没有什么伤害吧,咨询后果
现在上班紧，等我下来了不干了再考虑吧,无
加了你qq,确定联系意愿
有时间过去检查一下,咨询检查
提前多久预约呢,确定预约时间
不远,无
多喝水，多排尿，会不会就没事,无
9点上班吗,咨询上班时间
我就想先入一颗看看效果,咨询疗效
我这是怎么回事,咨询病因
我的找个大医院,无
有效果吗,咨询疗效
咱们医院地址是,咨询地址
电话说把，手机号1828027****,确定联系意愿
阴虱洗几次能好,咨询治愈时长
就最近2次,描述频率
好治吗是药物还是怎么治,咨询治疗方式
你加我QQ，1822723807,确定联系意愿
这个做了以后是不是还需要休息几天，并按时上药,咨询治愈时长
夜间在喝水的时候还有勃起的情况,描述症状
扣扣可以吗,咨询QQ
这个药对我这个症状管用吗,咨询药物
疲软时是六七厘米,描述症状
增大增粗手术要多久,咨询治愈时长
还是洗完澡的时候,无
是在北京吗,咨询地址
地址？,咨询地址
治疗需要过程,无
您好 这是怎么回事啊,咨询病因
你们什么时候下班？,咨询上班时间
没有，不好意思啊,描述情绪
你就说血管畸形能不能治疗好吧,咨询疗效
治疗过程需要多久,咨询治愈时长
我太苦恼了,描述情绪
吃什么补补,咨询食疗
我在大兴,无
比如新娘是再婚新郎是处男，而新娘会在性生活期间拿新郎和她前夫相比较说一些刺激的话会不会影响到这方面？,无
我十二点还得上班,无
正常每月几次,描述频率
好吧谢谢你?我明天去医院检查,确定预约时间
麻烦您！我想问一下您，慢性前列腺炎一年多了，我想去看中医行吗？,咨询治疗方式
那我明天就去检查???谢谢,确定预约时间
请问阴茎静脉血管破损修复手术需要多少钱啊,咨询价格
冠状沟破皮去什么医院看什么科,咨询挂号
勃起时10几公分吧,描述症状
我应该做什么检查,咨询检查
今天刘秀之主任上班吗,咨询专家
恢复得多长时间,咨询治愈时长
您医院嗯地址,咨询地址
区医院,无
祥咨询男科,无
保守治疗需要多久,咨询治愈时长
我现在都已经手术了，换医院还咋治疗，都说自己医院多好多好,描述就诊史
用QQ号加我,确定联系意愿
做包皮???检查那家医院给我打麻药???烧俩口子??还缠纱布是怎么回事,描述就诊史
多长时间能好,咨询治愈时长
他那个也是什么生殖研究院。因为从这边查说是英诗凡一直也。怎么也不好吃。想找一个好点儿的医院看一看。,描述就诊史
三几分钟吧,描述症状
这样情况能治好吗,咨询疗效
我以前基本一天一次，现在两个礼拜也不想，我是不是病了,描述频率
她这个病你看看能治好吗,咨询疗效
现在用什么手术最佳,咨询治疗方式
这个有啥好办法吗，,咨询治疗方式
是什么原因呀,咨询病因
做包皮手术多少钱,咨询价格
不是，我是想知道这个会不会女人传染给男人。,咨询传染
坐几号线能到,咨询路线
你好，咱们医院是中医院吗,咨询公司介绍
医生?我现在睡觉还穿内裤吗，不是因为热引起的吗，不穿会不会好一点,咨询病因
那能治好吗，能根治吗,咨询疗效
嗯嗯，就是小便鸡八小不好意思和别人站在一起,描述症状
喝点什么药呢？,咨询药物
我想问一下?治疗龟头敏感?大概需要多少钱,咨询价格
医院几点下班,咨询上班时间
快1个月了,无
射精不疼其他的有点,描述症状
是三甲医院,咨询公立私立
那术后一般恢复时间多久,咨询治愈时长
那我想咨询下费用问题,咨询价格
四年同性恋？我不想这要了,无
需要做手术多长时间好啊,咨询治愈时长
网上说你们是黑心，骗子医院。怎么解释？不管真假肯定有问题，一步步陶空患者口袋。不改作风，名声不好。会干不下去的。,无
你在哪医院,咨询地址
手术吗？,咨询治疗方式
你就告诉我管用不,咨询疗效
我睾丸有疼,描述症状
像这个男性睾丸体积小，会影响怀孕吗？,咨询后果
我一直在……,无
抱歉，不想透露联系方式,确定联系意愿
以前我治疗过,描述就诊史
不做手术可以吗,咨询治疗方式
那你说我该怎么治,咨询治疗方式
您这个医院是不是不能走医保啊,无
我想消除瘢痕,咨询项目介绍
我有孩子了,无
男人碍于面子，真的挺难去医院治疗,描述情绪
能跟你聊聊吗,无
操逼,无
这种病能治好吗？,咨询疗效
你们医院就是一帮骗子,无
是今天检查的,描述就诊史
扣扣,咨询QQ
主任也不需要值夜班吧,咨询专家
是不是和住地下室有关系呀,咨询病因
对，洗澡的公共澡堂都不好意思让别人看见,描述情绪
其他的战士没有,无
怎么加？他不在北京,无
龟头炎需要多久才能恢复好呢？医生,咨询治愈时长
您能帮我推荐一家医院吗？,咨询公司介绍
哦哦，那真是太好了,无
怎么说呢，就是有一个月起不来，吃什么中药能改善,咨询药物
嗯，我加你qq了,确定联系意愿
微信可以吧,咨询微信
吃什么可以缓解呢？,咨询食疗
哦，您那个医院在哪里？,咨询地址
饮食要注意些什么？,咨询食疗
是宋主任吧,咨询专家
我知道?吃药的同时可以吃的什么帮助恢复,咨询食疗
请问像我这样的怎么治疗？,咨询治疗方式
你忘了,无
喝酒抽烟影响吗,咨询后果
这个怎么治,咨询治疗方式
长虹医院近些,无
是不好意思,描述情绪
但我性欲好、天天都撸两三次呢,描述频率
射精有感觉,描述症状
哪我明天早晨再做一次?然后去看病。,确定预约时间
明天有专家吗,咨询专家
以前一周一次?有的时候没有,描述频率
请问需要怎么治疗呢,咨询治疗方式
割包皮什么时候割比较好,咨询项目介绍
不是在上班,无
有半年了，我20,描述症状
早泄治疗多长时间能治愈,咨询治愈时长
您好，我的上牙床有点溃疡，请问是什么状况,描述症状
同济,无
我只是120个医院没有关系,无
初期症状是什么,咨询项目介绍
我可没少去了医院，公立，私立都过了，现在也失去信心了，也不吃药了,描述就诊史
需要去医院进一步检查确认吗,咨询检查
呢一般像这种治疗需不需每天去？,咨询治愈时长
几分钟就完事啦,描述症状
你们医院可以吗,咨询公司介绍
什么原因呢,咨询病因
有什么危害吗,咨询后果
喝酒只喝啤酒,无
我说你先告诉我你爱聊天吗,无
不好意思我咨询错了,无
那个医院已经没开了,无
男人吃啥补肾壮阳,咨询食疗
他们县医院,无
1446898549微信,确定联系意愿
吃什么之类的,咨询食疗
主任也是吗,咨询专家
我现在还上班您加我微信吧,确定联系意愿
嗯？医生,无
请问包皮手术全部算下来多少钱??包括药费检查费,咨询价格
割包皮???什么年龄什么季节做最合适呢,咨询项目介绍
他老是流怎么弄呀,咨询治疗方式
QQ43496161,确定联系意愿
一个礼拜了吧,无
刚刚做的核磁共振,描述就诊史
不好意思，刚才点错了，没加上,无
你多少,无
加,无
曙光男科医院对吗,咨询公司介绍
大,无
你这是公立医院吗,咨询公立私立
手术挺贵的,咨询价格
能治愈吗，是不是后期还会复发,咨询疗效
就在北京站那边,咨询地址
只想问下要手术需多少钱,咨询价格
之前没有??最近才有的?应该注意些什么,无
你们医院,无
不行,无
燕达医院，在燕郊三级甲医院,无
你说的话要对的起医生这两个字,无
请问14岁男生经常射精有什么影响？,咨询后果
那多久才能恢复,咨询治愈时长
会有什么后果,咨询后果
那有什么可以医治的,咨询治疗方式
也许太勤了，俩天一次，,描述频率
噢，那么远,无
能使用医保么,无
几天才能恢复,咨询治愈时长
吃什么补精子,咨询食疗
您是哪个医院的,咨询公司介绍
我不休息啊,无
是一次性微创手术,咨询项目介绍
二到五分钟能勃起,描述症状
咱们这个是北京三甲医院吗,咨询公立私立
您好！很抱歉打扰到你正常的工作时间 ?【希望这几分钟占用是值得的 ? 请细心留意！！】有提升排名这方法的需求！免费测试看效果 ? “确保”再最短的时间提升咱们医院的排名（神马、百度、搜狗 ?前三名计费）?如有需要请添加我的联系方式QQ（详谈）: 1657691610 ?为了深入客户人群解决实实在在的问题可以携带500关键词 ?免费测试,无
什么时间能挂号呢,咨询挂号
28有一年吧,无
手淫一般都是一个月四次。十天弄一次。,描述频率
勃起挺硬的。,描述症状
现在28,无
勃起明显,描述症状
Qq987129780,确定联系意愿
射精前,描述症状
加QQ可以吗,咨询QQ
北京医院不干去啊,无
而且老想去厕所,描述症状
嗯嗯，我想咨询一下价格,咨询价格
同事休息,无
咱们是三甲医院么,咨询公立私立
23年9公分,描述症状
ww1827270****我微信,确定联系意愿
与年龄有关吗,无
平时生活吃些什么能自动恢复,咨询食疗
包皮手术一礼拜能洗澡吗,咨询治愈时长
1820785****，我的手机号，方便可以联系我妈,确定联系意愿
您加我qq316931091,确定联系意愿
星期四上午过去,确定预约时间
是肚子里的宝宝有什么问题吗？,无
夜间上班的时候,无
脱皮,描述症状
可以用药物治疗吗？我怕手术,咨询治疗方式
手淫一个月有一两次,描述频率
吃消炎药可以吗,咨询药物
她告诉我怀孕了,无
检查结果多久出来。,咨询检查
