,uuid,sentence,intention
1952,E3830330003403032,钟沛容，女，5岁，13686231662,确定联系意愿
1953,E9000200008018007,18581465076电话咨询,确定联系意愿
1954,E3830330017578029,13926800815 郭品仪,确定联系意愿
1955,E3830330004988001,刘谨硕13798379471,确定联系意愿
1956,E9000200008385009,周燚  男   27  13677681861,确定联系意愿
1957,E3830330014939004,就诊人电话留的是13602511502，她现在在飞机上,确定联系意愿
1958,E5953630000174020,我加您了,确定联系意愿
1959,E9000200014594016,李方洁，13594154981,确定联系意愿
1960,E2871200029896043,怎么接电话,确定联系意愿
1961,E9000200013161004,3071886643我的qq,确定联系意愿
1962,E2871200010053009,18102339833,确定联系意愿
1963,E2569490000511030,朱坤? ?13918420827,确定联系意愿
1964,E3830330015406011,微信号就是我名字。我姓景,确定联系意愿
1965,E3830330003723016,王建远15779164511,确定联系意愿
1966,E3830330013121026,26汤林19875537228,确定联系意愿
1967,E3830330013212010,我的是13265773189,确定联系意愿
1968,E3830330009512010,这就是微信号码啊,确定联系意愿
1969,E3830330016312023,13538285056龙荣海,确定联系意愿
1970,E9000200016258019,秦克容  女   22岁   15696332054,确定联系意愿
1971,E9000200015937012,我的电话13657626172,确定联系意愿
1972,E9000200008528025,邓佳，女? 13678407567,确定联系意愿
1973,E9000200011345012,我QQ3540057593,确定联系意愿
1974,E3830330004089006,刘泉13148523521,确定联系意愿
1975,E3830330007339018,可以，18565652052,确定联系意愿
1976,E2569490004164004,那你再加一次我的微信,确定联系意愿
1977,E3830330004546003,冯梓恒，13509622921,确定联系意愿
1978,E9000200013745017,杨伟。13266830298,确定联系意愿
1979,E3830330014908013,好的，待会儿我会加你，我在忙,确定联系意愿
1980,E9000200011365015,不是，微信号太复杂了,确定联系意愿
1981,E3830330015512017,何年广、电话13922884378,确定联系意愿
1982,E2569490000529034,汤琪，27，13917164960,确定联系意愿
1983,E5953630002930016,我的电话13521599203,确定联系意愿
1984,E2871200026781038,yu420034711,确定联系意愿
1985,E3830330007504022,黎晓 47岁 13926586106,确定联系意愿
1986,E3830330003495032,韩先生，25，18620343306,确定联系意愿
3118,E2569490001054001,请问眼睛进东西了弄不出来怎么办,咨询治疗方式
3119,E3830330011553001,请问眼角膜破裂有的治吗,咨询治疗方式
3120,E3830330016375001,小孩天生斜视这么治疗比较好,咨询治疗方式
3121,E3830330010664002,你好医生我的小宝宝四个月大了老是眼皮红流泪怎么治,咨询治疗方式
3122,E3830330000460003,眼睛痒，流泪怎么治,咨询治疗方式
3123,E3830330010250018,请问我这情况能激光治疗吗,咨询治疗方式
3124,E2569490001903001,我结膜炎怎么治疗,咨询治疗方式
3125,E3830330007562002,穿刺可以吗,咨询治疗方式
3126,E3830330001757002,弱视怎么医疗,咨询治疗方式
3127,E3830330012657013,还是用药物治疗,咨询治疗方式
3128,E3830330010444011,有办法治疗吗？,咨询治疗方式
3129,E3830330016416001,你好干眼症平常要怎样养目,咨询治疗方式
3130,E2569490004875008,那现在有什么办法吗,咨询治疗方式
3131,E3830330011386003,我远视了，怎么恢复,咨询治疗方式
3132,E3830330012652001,怎样才能恢复视力,咨询治疗方式
3133,E3830330010345020,现在有什么办法可以缓解呢,咨询治疗方式
3134,E3830330006988002,你好，孩子有眼底病，查出是遗传的！没办法治疗，只能是控制！那孩子的视力好差呀，怎么办，真的没有办法吗,咨询治疗方式
3135,E3830330007859020,一般远视怎么治疗。能方便说一下吗。,咨询治疗方式
3136,E2569490004498019,有好的治疗方法吗,咨询治疗方式
3137,E2569490005342023,咱们医院这样的病了怎么治疗的,咨询治疗方式
3138,E5953630000529006,视锥细胞营养不良，有治疗的办法吗?,咨询治疗方式
3139,E3830330003581012,角膜厚度560，散光200，应该用塑形？,咨询治疗方式
3140,E2569490004005007,还是打针,咨询治疗方式
3141,E2569490000388001,灭火器爆了伤到眼睛了，有啥急救法,咨询治疗方式
3142,E3830330004192012,工作忙呀，就是想咨询一下，这样眼睛该怎样去护理,咨询治疗方式
3143,E3830330002386001,你好丫头眼睛可能长了麦粒肿咋办,咨询治疗方式
3144,E3830330014823001,白内障不做手术行不行,咨询治疗方式
3145,E3830330001199006,我想问有什么好的治疗方式吗？今天医生只给我开了眼药水,咨询治疗方式
3146,E3830330004128013,不然您说怎么办呢？可以给个建议吗？,咨询治疗方式
3147,E3830330004310005,不会就是皮秒吧,咨询治疗方式
3148,E3830330016986001,近视如何治疗,咨询治疗方式
3149,E2569490000908009,就是有没有调理的好方法自己,咨询治疗方式
3150,E3830330003246024,像这种情况，要怎治疗,咨询治疗方式
3151,E3830330000362001,我前天眼睛开始红了，好像也不痛，也不痒，就眼睛里面红的好像有点长息肉，这种感觉怎么办呢？,咨询治疗方式
3152,E3830330009826006,要怎么解决,咨询治疗方式
3153,E3830330012118013,怎么处理 我去看了医生 还是这样,咨询治疗方式
3154,E2569490004357015,有没有什么办法暂时缓解一下疼痛,咨询治疗方式
3155,E3830330012339001,你好…儿童眼角膜破裂该怎么治疗呢？,咨询治疗方式
3156,E3830330016163017,除了手术还可以怎样恢复视力,咨询治疗方式
3157,E3830330004782001,近视了怎么办,咨询治疗方式
3158,E5953630001336014,先做一只眼，马上就有效果结论？然后做另一只？,咨询治疗方式
3159,E2871200000579032,想问一下戴隐形眼镜好一些还是手术好一些,咨询治疗方式
3160,E9000200014128004,还是说必须只能手术,咨询治疗方式
3161,E3830330011803005,我的眼睛进石头了，好疼怎么办？,咨询治疗方式
3162,E2569490000166025,我想了解 现在有什么新技术 可以治疗 或者缓解近视 度数,咨询治疗方式
3163,E3830330005204001,麦粒肿长在眼睑里面怎么办,咨询治疗方式
3164,E3830330002971003,治疗近视眼,咨询治疗方式
3165,E2569490001663011,怎么缓解？,咨询治疗方式
3166,E3830330015935002,小孩子7岁眼睛红有血丝怎么办,咨询治疗方式
3167,E3830330001659001,麦粒肿一直不消怎么办？,咨询治疗方式
3168,E3830330001723011,怎么做？,咨询治疗方式
3169,E2569490001759026,怎么样才能控制呢,咨询治疗方式
3170,E2569490000385024,那有什么办法吗？,咨询治疗方式
3171,E2569490000773003,我想咨询下  怎么能缓解眼睛度数呢,咨询治疗方式
3172,E3830330011437004,你好 眼睛痒应该怎么办,咨询治疗方式
3173,E3830330015946002,眼睛里有血丝怎么办,咨询治疗方式
3174,E3830330001175011,睡眠不好！视力下降！怎么调理呢,咨询治疗方式
3175,E3830330016473001,孩子近视怎么治疗,咨询治疗方式
3176,E3830330000272001,左眼皮反复麦粒肿怎么办,咨询治疗方式
3177,E3830330016742002,角膜炎视力下降怎么办,咨询治疗方式
3178,E3830330001480012,在这之前 医生你可以告诉我 我可以先做什么来缓解吗,咨询治疗方式
3179,E3830330001561010,听说眼底病只靠打针治疗是吗,咨询治疗方式
3180,E2569490000473003,白内障只能手术吗？,咨询治疗方式
3181,E3830330002854012,我想问下除吃药有别的办法没,咨询治疗方式
3182,E3830330004987012,能不做手术吗？,咨询治疗方式
3183,E3830330005503011,不想做手术。我小孩太小了。,咨询治疗方式
3184,E3830330017130017,你有没有什么办法治疗,咨询治疗方式
3185,E2871200000684001,范医生，晚上好！ 我想请问一下，白内障初期除了做手术，有没有其他的治疗路径？,咨询治疗方式
3186,E5953630000428002,请问小孩眼睛斜视怎么办,咨询治疗方式
3187,E3830330017276018,目前要怎么治疗呢？,咨询治疗方式
3188,E3830330016548022,不能打针吗,咨询治疗方式
3189,E2569490004204081,我想问问有没有好的办法可以治好,咨询治疗方式
3190,E3830330016571017,有什么方法消除呢,咨询治疗方式
3191,E3830330001185001,小孩长针眠怎办,咨询治疗方式
3192,E3830330002087022,请问有无土方法解决,咨询治疗方式
3193,E3830330015937020,手术能治疗？,咨询治疗方式
3194,E3830330015072015,哦，是怎么治疗的？,咨询治疗方式
3195,E3830330000305003,我想问一下，我刚刚去眼睛店测了下，说我散光两百度，远视三百度，这一定要佩戴眼睛吗,咨询治疗方式
3196,E3830330005536005,有什么方法可以矫正啊,咨询治疗方式
3197,E3830330016953014,没有其他办法吗,咨询治疗方式
3198,E3830330003635001,眼睛散光怎么恢复,咨询治疗方式
3199,E3830330011584001,我想问下带隐形眼镜在太阳下晒了一会后摘下来一只眼睛视线变得模糊怎么办,咨询治疗方式
3200,E3830330011505001,你好医生外伤引起白内障不用做手术可以吗,咨询治疗方式
3201,E3830330016521001,你好，我想问下，怎么能纠正近视眼,咨询治疗方式
3202,E3830330010860001,儿童长麦粒肿怎么为,咨询治疗方式
3203,E2569490001420001,眼睛下面长了个疙瘩怎么办,咨询治疗方式
3204,E2569490001861001,高度近视怎么治疗。,咨询治疗方式
3205,E3830330004902001,眼珠旁有黑斑怎么办,咨询治疗方式
3206,E2569490004499004,我的结膜炎滴了二周眼液水没有好传，有什么办法,咨询治疗方式
3207,E3830330009713002,长了麦粒肿如何处理,咨询治疗方式
3208,E3830330011930003,需要怎么治疗,咨询治疗方式
3209,E3830330007916001,小孩眼睛肿，去医院看，说是麦粒肿，医生开了那个眼膏跟那个用眼凝胶，但小孩不肯配合擦，怎么办？,咨询治疗方式
3210,E3830330007319001,你好，孩子200度近视，怎么办呢,咨询治疗方式
3211,E3830330012629012,要怎么恢复,咨询治疗方式
3212,E9000200011942002,请问医生重度是了，不要动手术。,咨询治疗方式
3213,E5953630000628001,女，73岁做了白内障手术右眼底出血，什么原因，怎么治疗,咨询治疗方式
3214,E3830330000322001,眼睛突然红了怎么办,咨询治疗方式
3215,E2569490004441017,好，那怎么恢复呢,咨询治疗方式
3216,E2569490004416020,在家有什么可以急救的措施吗,咨询治疗方式
3217,E5953630000177000,眼睛被钉子弹了怎么办,咨询治疗方式
3218,E3830330003002009,我是想看看有更先进的治疗方法,咨询治疗方式
3219,E3830330003810000,下眼皮麦粒肿 怎么办？,咨询治疗方式
3220,E3830330004005013,嗯嗯！谢谢！像这种现象一般需要怎么治疗,咨询治疗方式
3221,E2569490001813027,那么目前有没有什么药物或者仪器可以治疗,咨询治疗方式
3222,E3830330003310000,近视200可以带眼镜吗,咨询治疗方式
3223,E3830330013165005,红眼病怎么治疗才好得快,咨询治疗方式
3224,E2569490004723001,眼角发痒怎么治,咨询治疗方式
3225,E5953630001910001,你好，视网膜脱离必须做手术吗？,咨询治疗方式
3226,E3830330011859004,怎样恢复近视,咨询治疗方式
3227,E2569490001305001,你好，近视眼不做激光可以恢复吗，本人现在五百度,咨询治疗方式
3228,E9000200012549027,哦，我时间不允许呀，有别地方法不，雾化重蒸得几次呀,咨询治疗方式
3229,E3830330009254002,内麦粒肿怎么治疗,咨询治疗方式
3230,E3830330007187015,是吃药？针灸之类的吗？,咨询治疗方式
3231,E3830330004479000,近视有办法恢复吗,咨询治疗方式
3232,E2569490000325001,眼底突然充血，怎么办？,咨询治疗方式
3233,E3830330017486001,小孩眼睛近视了，怎么办？,咨询治疗方式
3234,E3830330004657008,那要怎么恢复？,咨询治疗方式
3235,E5953630000731001,视网膜哦眼底出血需要怎么治疗,咨询治疗方式
3236,E3830330003927016,没有啦，就是问问除了配带眼睛还有没有其他的办法,咨询治疗方式
3237,E3830330015434017,眼睛痛怎么缓解呢,咨询治疗方式
3238,E3830330011980004,23岁我眼睛散光怎么办,咨询治疗方式
3239,E3830330001989003,眼睛红肿怎么办呢,咨询治疗方式
3240,E3830330003387001,你们可以激光治疗吗,咨询治疗方式
3241,E3830330009816003,请问小孩长了麦粒肿两个月了还没好，要怎么办,咨询治疗方式
3242,E3830330000125007,能不能给我说说用什么方法去改善,咨询治疗方式
3243,E3830330016911003,眼睛突然好红怎么治疗,咨询治疗方式
3244,E3830330000397011,那要怎么处理,咨询治疗方式
3245,E3830330015462014,我想问这种情况怎么治疗，严重吗,咨询治疗方式
3246,E3830330015204006,我的右眼现在好像有点斜视 就是看东西它会不自觉移向左边 有点斗鸡眼怎么办,咨询治疗方式
3247,E2569490004616001,疫情期间网课对眼睛影响较大，有没有缓解的好方法？,咨询治疗方式
3248,E3830330002229002,结膜炎怎么治疗好,咨询治疗方式
3249,E3830330007545001,眼底中浆怎么治疗,咨询治疗方式
3250,E3830330003088006,平常要怎么去注意么？,咨询治疗方式
3251,E2569490004517014,你那治疗干眼症有什么好的办法吗,咨询治疗方式
3252,E3830330007766010,不能激光切,咨询治疗方式
3253,E3830330004748018,有什么办法可以快速治愈吗,咨询治疗方式
3254,E3830330001517003,孩子散光225需要不佩戴眼镜有木有别的治疗方式,咨询治疗方式
3255,E5953630000841004,该怎么调整？,咨询治疗方式
3256,E3830330010085007,怎样控制眼睛发展成为高度还视,咨询治疗方式
3257,E3830330011878004,怎样才能降低度数,咨询治疗方式
3258,E3830330007510001,请问，眼尾痛怎么办，不用药那种,咨询治疗方式
3259,E2569490004240005,热敷，可能出血更严重。冷敷，可能微血管堵住，怎么办？,咨询治疗方式
3260,E5953630002374004,除了做手术以外,咨询治疗方式
3261,E3830330005235005,那有什么矫正的方法吗,咨询治疗方式
3262,E3830330016235001,如何恢復視力,咨询治疗方式
3263,E3830330005442006,是问有没有好的治疗方案,咨询治疗方式
3264,E2569490000488012,怎样治疗,咨询治疗方式
3265,E3830330017261001,小孩眼镜张个痘痘怎么办,咨询治疗方式
3266,E2569490001312022,那怎么治疗啊？,咨询治疗方式
3267,E3830330002969004,啥办法能矫正呢？,咨询治疗方式
3268,E5953630000023001,近视怎么治？,咨询治疗方式
3269,E2871200054172051,是动手术好还是戴眼睛好,咨询治疗方式
3270,E3830330001436004,怎么处理,咨询治疗方式
3271,E3830330016373001,我眼睛有近视和散光怎么办？,咨询治疗方式
3272,E9000200004820007,只能做手术吗,咨询治疗方式
3273,E5953630000560001,您好我是甘肃酒泉病人，眼睛疼的不行，在酒泉医院检查眼睛没病，诊断是神经痛，想问一下，在北京那家医院看眼睛疼好，怎么治疗呢,咨询治疗方式
3274,E2871200029003025,如果做了手术需要用药吗？,咨询治疗方式
3275,E3830330004932001,玻璃体后脱离怎么治疗,咨询治疗方式
3276,E2871200055474012,不是可以进行皮下注射药物吗,咨询治疗方式
3277,E3830330011515001,小孩散光怎么冶,咨询治疗方式
3278,E2569490004583001,眼睛进沙子啦揉肿了怎么办,咨询治疗方式
3279,E3830330012167001,请问你们医院白内障手术是用的哪种治疗？谢谢。,咨询治疗方式
3280,E3830330011211005,斜视不严重怎么治,咨询治疗方式
3281,E2871200020652001,怎样才能让视力恢复一点点呢！,咨询治疗方式
3282,E2871200012433012,请问有什么好点治疗方法，帮我建议一下,咨询治疗方式
3283,E3830330017046014,那有什么方法可以缓解吗,咨询治疗方式
3284,E3830330007916006,那个用药说要把下延脸扒开擦到里面去，小孩子太小了，他根本就不让擦，一定要擦到眼睛里面去，才有效吗？,咨询治疗方式
3285,E3830330001610001,你好眼睛斜怎么治疗,咨询治疗方式
3286,E3830330010868001,怎样可以提高视力,咨询治疗方式
3287,E3830330009844004,怎么可以减少度数的增加,咨询治疗方式
3288,E3830330010858001,视力下降怎么办,咨询治疗方式
3289,E3830330006949005,想咨询成人斜视治疗,咨询治疗方式
3290,E2569490004333003,医生，左眼睛里面东西，怎么搞掉,咨询治疗方式
3291,E2569490000347012,这个有撒办法消除？,咨询治疗方式
3292,E3830330016239001,你好，眼睛长针眼成了肉芽消不了，已经2个多月了，怎么办,咨询治疗方式
3293,E5953630002893001,黄斑病变打什么针好,咨询治疗方式
3294,E9000200003990022,用手术治疗吗,咨询治疗方式
3295,E2871200044994001,选哪种方式好,咨询治疗方式
3296,E3830330002432002,你好 眼睛看东西有黑线飘动怎么办,咨询治疗方式
3297,E3830330003381003,你好请问睑板腺堵塞要怎么办,咨询治疗方式
3298,E3830330007592017,近视怎么办？,咨询治疗方式
3299,E3830330012582001,眼皮红肿痒怎么办？,咨询治疗方式
3300,E2871200043328001,眼睛一直流泪 眼睛都凹了进去怎么办,咨询治疗方式
3301,E2871200044696008,嗯，对于视力这方面有没有什么办法就是可以得到改善,咨询治疗方式
3302,E3830330002669003,我上眼睛今天肿了里面还长了一颗红色小泡，整个眼睛都痛怎么办,咨询治疗方式
3303,E9000200011059011,外斜视也是动手术吗,咨询治疗方式
3304,E3830330001163002,四个多月的宝宝眼白自己抓出血了怎么办,咨询治疗方式
3305,E3830330012239003,请问怎么治疗呢？,咨询治疗方式
3306,E3830330001092001,我的眼晴干涩难受，泪液分泌右眼为0左眼3请问怎样才能恢复,咨询治疗方式
3307,E3830330015806012,深圳，有什么方法吗,咨询治疗方式
3308,E3830330001219008,只有手术一种渠道吗,咨询治疗方式
3309,E3830330002078001,近视500度怎么恢复,咨询治疗方式
3310,E3830330002776001,你好，早上起来发现眼睛红又痛怎么办？,咨询治疗方式
3311,E2871200037542001,近视500度，平时有什么方法可以缓解度数增加？,咨询治疗方式
3312,E3830330012192018,您就告诉我治疗麦粒肿的方法吧,咨询治疗方式
3313,E2871200022735010,那怎样才能使眼睛变好啊？,咨询治疗方式
3314,E3830330012379004,该怎么恢复,咨询治疗方式
3315,E2569490001526021,有什么解决的方法吗,咨询治疗方式
3316,E3830330010493002,近视1000度，怎么办？,咨询治疗方式
3317,E3830330002009013,这个需要怎么治疗呀,咨询治疗方式
3318,E2569490001545001,麦粒肿怎么才能消除,咨询治疗方式
3319,E3830330003838019,我想找一个能一次性解决红血丝的办法。,咨询治疗方式
3320,E3830330001641003,眼睛里进了东西怎么办,咨询治疗方式
3321,E2569490001314001,经专家医生诊断:我的脸板腺已经萎缩到了晚期，是严重的干眼症，只有用激光才能治疗，我有顾虑，就只能这样吗？,咨询治疗方式
3322,E3830330002752009,泪道炎症的话应该怎么办,咨询治疗方式
3323,E3830330017374001,泪管堵塞有激光治疗吗？,咨询治疗方式
3324,E3830330000054001,你好眼睛很干涩无力怎么办,咨询治疗方式
3325,E3830330016652004,眼睛长针眼怎么办,咨询治疗方式
3326,E3830330000228001,怎样才能治好血丝,咨询治疗方式
3327,E2569490004288001,眼睛干、痒可以用1—2％盐水（氯化钠）洗眼和滴眼吗？,咨询治疗方式
3328,E3830330015595001,眼睛里有红血丝，怎么解决？,咨询治疗方式
3329,E3830330016536001,结膜炎总是复发怎么办,咨询治疗方式
3330,E3830330016505041,在家有什么好方法可减轻突眼？,咨询治疗方式
3331,E2569490001498005,就是我儿子今年20岁，他近视眼有300度，要做什么疗效呢？,咨询治疗方式
3332,E5953630000274001,视力怎么恢复？,咨询治疗方式
3333,E2569490005229001,你好。 我左眼容易疲劳??，眼睛里发红。怎么办,咨询治疗方式
3334,E5953630002226016,我想知道怎么恢复,咨询治疗方式
3335,E3830330014959012,能不能不动手术,咨询治疗方式
3336,E3830330012238002,你好，白内障要怎么治疗,咨询治疗方式
3337,E2569490004034013,你看有什么能缓解的办法,咨询治疗方式
3338,E9000200004446013,你认为该怎么做好呢？我找不准位置，忘了问,咨询治疗方式
3339,E3830330010808034,我可以了解下一般的方案是怎么处理吗,咨询治疗方式
3340,E3830330015591006,检查过，说只能配带眼镜才能好，可是带眼镜都有18年了，度数还增加了怎么办,咨询治疗方式
3341,E3830330004390001,如果近视800度有没有什么方法恢复视力,咨询治疗方式
3342,E3830330004901001,请问怎么才能让现力变好？,咨询治疗方式
3343,E2871200026852018,网上有种方法近视五年都恢复了，有用吗？,咨询治疗方式
3344,E2569490000356001,小朋友斜视怎么办,咨询治疗方式
3345,E3830330001799007,没有，我现在想去矫正，怎么弄呢？,咨询治疗方式
3346,E2569490000812011,除了做手术呢,咨询治疗方式
3347,E3830330004766016,有没有缓解眼睛看东西模糊的方法,咨询治疗方式
3348,E3830330017523018,那有没有一般的小技巧治好眼睛？,咨询治疗方式
3349,E2569490004562004,我想问一下 我现在视网莫脱落已经一个星期了目前我已经看不见  怎么办,咨询治疗方式
3350,E3830330004595023,有其他的方式吗,咨询治疗方式
3351,E3830330015659001,请问如何恢复视力,咨询治疗方式
3352,E3830330005320005,轻度白内障怎么治疗,咨询治疗方式
3353,E3830330016991001,视力模糊怎么办,咨询治疗方式
3354,E2569490005181001,眼睛有黑影飘动怎么治”,咨询治疗方式
3355,E5953630000274007,我不近视，视力怎么恢复？,咨询治疗方式
3356,E2871200025471013,有没有可以调节的方法啊？,咨询治疗方式
3357,E2569490004044001,眼角肿痛怎么办,咨询治疗方式
3358,E3830330002266001,治疗黄班病变你院有什么办法呢。,咨询治疗方式
3359,E2569490005269023,你告诉我怎么热敷,咨询治疗方式
3360,E2569490005315001,我的左眼布满血丝，有胀痛感觉，视力莫糊，请问需要怎么！治,咨询治疗方式
3361,E2569490004027014,虹口 我想问好治吗,咨询治疗方式
3362,E2569490004208001,眼睛有红血丝还很疼怎么办,咨询治疗方式
3363,E2569490000315006,那这个怎么解决呢,咨询治疗方式
3364,E3830330014857001,怎样治近视眼,咨询治疗方式
3365,E2569490003979001,小孩现在10岁。左眼视力正常，右眼检查为弱视，请问怎么治疗呢？视力还能恢复吗？,咨询治疗方式
3366,E2569490001070006,然后我的眼睛疼，有什么办法,咨询治疗方式
3367,E3830330001924002,小孩眼睛斜视怎么治疗,咨询治疗方式
3368,E3830330000452003,眼睛长针眼怎么弄啊？,咨询治疗方式
3369,E2569490000092006,陈玉林，男，61岁，视网膜色素变性，同时因肺癌在进行pd1的临床用药实验，肺癌治疗这两年视力退化严重，所以想看看能不能有办法治疗，稍微提高下患者的生活质量,咨询治疗方式
3370,E3830330017493001,近视眼怎么办,咨询治疗方式
3371,E2569490000615019,那需要滴眼药水还是,咨询治疗方式
3372,E2569490001072001,我刚刚一只眼镜度数好像突然长了，怎么办？,咨询治疗方式
3373,E3830330012211002,什么治,咨询治疗方式
3374,E3830330002631001,近视怎么恢复正常,咨询治疗方式
3375,E3830330005414001,生针眼怎么办,咨询治疗方式
3376,E3830330010294020,那你们是用什么技术呢,咨询治疗方式
3377,E3830330002420001,眼睛神经萎缩至失明有什么办法治好,咨询治疗方式
3378,E3830330007552014,有视疲劳怎么办？,咨询治疗方式
3379,E3830330003862003,眼睛散光近视怎么办,咨询治疗方式
3380,E3830330012840001,眼睛低部有红血块怎么办,咨询治疗方式
3381,E2569490001360001,眼睛有红血丝怎么处理,咨询治疗方式
3382,E3830330003998000,小孩子眼睛有斜视怎么办,咨询治疗方式
3383,E3830330002523002,我说请问一下，白内障要怎么治才治得好？,咨询治疗方式
3384,E3830330003248001,孩子十岁，学校体检眼睛近视二百多度，需要怎么办？,咨询治疗方式
3385,E3830330007631003,有什么办法能治吗,咨询治疗方式
3386,E3830330015191001,今天去医院查出为黄斑病变，请问有什好的治疗方法吗？,咨询治疗方式
3387,E3830330009225014,不知如何治,咨询治疗方式
3388,E3830330007700011,有办法消肿吗？,咨询治疗方式
3389,E3830330007483013,如何消肿快一点,咨询治疗方式
3390,E3830330003190005,经常结膜充血怎么办呢？,咨询治疗方式
3391,E3830330002757001,眼角膜破裂，怎么办,咨询治疗方式
3392,E3830330007091002,请问下，眼前有黑影飘动，应该怎么缓解?,咨询治疗方式
3393,E3830330011371016,要怎么弄呢？,咨询治疗方式
3394,E3830330002642013,你们那有没有最先进的技术,咨询治疗方式
3395,E3830330010454003,小孩麦粒肿怎么办？,咨询治疗方式
3396,E2569490005308023,噢，没有其他的办法了吗,咨询治疗方式
3397,E3830330003988001,角膜出血怎么办,咨询治疗方式
3398,E2569490004879018,只能通过手术治疗吗,咨询治疗方式
3399,E3830330004990001,内斜视怎么恢复,咨询治疗方式
3400,E3830330012947001,关于5岁女孩右眼200度散光怎么办？,咨询治疗方式
3401,E3830330012979002,眼睛看东西模糊，怎么治疗，用什眼药水,咨询治疗方式
3402,E3830330001078002,请问倒睫毛要怎么治疗？,咨询治疗方式
3403,E3830330000417010,我想先了解怎么治疗的,咨询治疗方式
3404,E3830330002738001,你好怎么治疗,咨询治疗方式
3405,E2569490002088007,那盖住了眼瞳孔中间怎么办,咨询治疗方式
3406,E2569490001368003,眼睛干涩疲劳怎么缓解？,咨询治疗方式
3407,E3830330005466002,散光需要戴眼镜吗？,咨询治疗方式
3408,E2569490004660001,黄班裂孔能不做手术吗,咨询治疗方式
3409,E3830330010818001,我想咨询“治疗眼底出血的有效方法”,咨询治疗方式
3410,E2569490001604007,怎么样才能好呢,咨询治疗方式
3411,E2569490000401022,请我一下医生要怎么样可以好完全,咨询治疗方式
3412,E2569490004006008,眼睛有红血丝，并且近视和散光怎么能恢复好？,咨询治疗方式
3413,E5953630002432001,眼底中央动脉阻塞必须手术治疗吗，,咨询治疗方式
3414,E3830330010378001,下眼脸睫毛往里面长怎么办,咨询治疗方式
3415,E2569490004373001,近视和怎么办？,咨询治疗方式
3416,E2569490000745005,这种情况是马上手术，还是继续用药好，目前症状好似减轻些了,咨询治疗方式
3417,E3830330011693001,眼镜远视，怎么治疗,咨询治疗方式
3418,E3830330015732001,眼睛里面长了东西怎么办,咨询治疗方式
3419,E3830330011140001,眼睛被撞伤后差不多都好了。吃了火锅后眼睛布满血丝，有时伴有疼痛感请问医生该怎么办,咨询治疗方式
3420,E2569490000432001,感冒了流眼泪怎么办,咨询治疗方式
3421,E2871200039779007,如果是假性近视怎么矫正,咨询治疗方式
3422,E3830330010863001,眼睛有红血丝，有些时候有感觉怎么办？,咨询治疗方式
3423,E3830330010852001,怎么矫正近视,咨询治疗方式
3424,E3830330005153001,散光治疗方法,咨询治疗方式
3425,E2569490000833058,我就是想问下当前最能治疗的方案,咨询治疗方式
3426,E3830330005006001,你好，我眼睛红每天怎么办,咨询治疗方式
3427,E3830330002491010,那好几年了怎么办,咨询治疗方式
3428,E3830330012352002,眼睛流泪有什么好方法？谢谢,咨询治疗方式
3429,E2569490000113027,过敏怎么处理,咨询治疗方式
3430,E3830330002754001,有什么方法可以恢复视力,咨询治疗方式
3431,E3830330005630001,三岁小孩散光怎么办,咨询治疗方式
3432,E3830330011294019,是啊，但这么晚了，眼帘又很红怎么办？,咨询治疗方式
3433,E3830330005041002,你好，我想咨询一下，小孩子六岁散光怎么治疗,咨询治疗方式
3434,E3830330002800001,眼睛外面掉层膜造成的近视怎样恢复？,咨询治疗方式
3435,E2569490004239033,您不是说黄斑病变不能激光治疗的吗？,咨询治疗方式
3436,E3830330016571001,你好，我一觉睡醒，眼睛很红，可能是结膜出血？有什么方法,咨询治疗方式
3437,E3830330009815003,怎么治啊,咨询治疗方式
3438,E3830330009610004,散光眼睛疼怎么治疗,咨询治疗方式
3439,E3830330002409016,怎么处理呢,咨询治疗方式
3440,E3830330010577001,我眼睛好痒，怎么办？,咨询治疗方式
3441,E3830330011389012,孩子上高二。学校体检老师说她散光。超级紧张，让我问问如何处理,咨询治疗方式
3442,E2569490000203001,飞蚊症是怎么引起的?怎么治疗?好治吗？,咨询治疗方式
3443,E3830330011316001,你好一岁宝宝眼睛散光该怎麼办·、,咨询治疗方式
3444,E2569490001488006,有方法治疗？,咨询治疗方式
3445,E2569490001372012,咋治疗,咨询治疗方式
3446,E3830330004384001,儿童眼球发黄怎么办,咨询治疗方式
3447,E2569490004819003,这个有什么解决方法最快？,咨询治疗方式
3448,E3830330004469000,白内障看不清混怎么办？,咨询治疗方式
3449,E3830330000520004,能有治好的机会吗，怎么治,咨询治疗方式
3450,E3830330017533001,眼睛里长针眼怎么办？,咨询治疗方式
3451,E3830330004733001,麦粒肿长了一年没消，必须手术了吗,咨询治疗方式
3452,E3830330007181013,药物能治好吗,咨询治疗方式
3453,E3830330007392002,我右上眼皮长了个内麦粒肿，发痒。眼皮肿了二天。怎么处理冶疗,咨询治疗方式
3454,E3830330003054010,给一个基本的方案对比,咨询治疗方式
3455,E3830330002766004,怎么消肿,咨询治疗方式
3456,E2569490004289015,有没有缓解的办法,咨询治疗方式
3457,E2569490001645001,长针眼，热敷可以吗？,咨询治疗方式
3458,E5953630000295002,近视眼怎么矫正,咨询治疗方式
3459,E3830330012339014,吃药打针有用吗？,咨询治疗方式
3460,E2569490003979020,主要是先咨询一下，怎么治疗法,咨询治疗方式
