uuid,sentence,已完成,items1
A6658970003297002,您好，老师，毛孔粗大怎么调理了,,毛孔收缩
A2860740005895002,鼻子附近的脸峡毛孔粗大,,毛孔收缩
A7419650010827001,毛孔粗要怎么搞,,毛孔收缩
A2259130000037028,毛孔粗大什么项目,,毛孔收缩
A8412990003164003,手上的毛孔比较大要怎么缩小啊,,毛孔收缩
A1817780014315015,也就是想问一下到底能不能缩毛孔,,毛孔收缩
A5854910019118003,脸上毛孔粗大怎么改善好啊,,毛孔收缩
A1817780005120002,收缩毛孔用什么方法,,毛孔收缩
A6068820009081009,和毛孔粗大,,毛孔收缩
A5854910005354002,鼻子上毛孔粗大怎么办,,毛孔收缩
A4276530016786002,器质性毛孔粗大,,毛孔收缩
A5732510000287004,还有就是毛孔比较粗大,,毛孔收缩
A5015660013243124,那把毛孔堵死了，会不会待卸不掉体内的毒素啊,,毛孔收缩
A5015660009073014,是的毛孔粗大怎么办,,毛孔收缩
A1817780007263001,毛孔太大了想要缩毛孔,,毛孔收缩
A6658970001683002,毛孔粗大可以治疗吗,,毛孔收缩
A8911670003149003,收缩毛孔方面有吗,,毛孔收缩
A5731100000282001,想咨询下毛孔粗大的问题,,毛孔收缩
A2860740000876003,鼻头和鼻子两侧毛孔大有什么方法处理,,毛孔收缩
A9170690010346006,从网上看到点阵激光可以收毛孔,,毛孔收缩
A2860740006910023,果酸好像也有收缩毛孔的哦,,毛孔收缩
A2860740002909003,毛孔除大平时要怎么保养,,毛孔收缩
A2860740003940004,毛孔粗大建议怎么办,,毛孔收缩
A4276530006164009,有毛孔修复吗,,毛孔收缩
A9170690007971012,能细致毛孔？,,毛孔收缩
A2860740008142021,小气泡不是不能收缩毛孔吗,,毛孔收缩
A5861350008946001,脸上毛孔粗大要怎么办,,毛孔收缩
A5854910017546008,帮我怎么样收缩脸上的毛孔吗,,毛孔收缩
An,脸上毛孔粗大怎么办呢它,,毛孔收缩
A9170690006413000,毛孔粗大可以收缩吗,,毛孔收缩
A7419650012210001,脸部毛孔堵塞怎么办？,,毛孔收缩
A5860280016195002,您好，请问有缩毛孔比较好的方式吗,,毛孔收缩
A2860740010614001,我想问下鼻子毛孔有点大可以修复吗,,毛孔收缩
A2860740006139007,毛孔粗大比较严重，不敢见人,,毛孔收缩
A5854910018703002,脸颊毛孔粗大，要用什么护肤品,,毛孔收缩
A2860740001806003,怎样收缩毛孔,,毛孔收缩
A9170690001443000,收缩毛孔是什么项目,,毛孔收缩
A1817780001984010,鼻子两侧毛孔粗大,,毛孔收缩
A7261990002446002,腿毛毛孔怎么去除,,毛孔收缩
A5854910007762002,脸部自体脂肪填充有吗,,面部填充
A5854910014685000,你好，问一下脂肪胶面部填充什么价位,,面部填充
A5854910012481020,之前去别的医院面诊过，推荐我做脂肪填充,,面部填充
A5854910006621010,没有，润百颜面部填充可以保持多久,,面部填充
A5860280000183000,打玻尿酸送面膜吗？,,面部填充
A5860280013927001,你好：我想咨询一下面部填充,,面部填充
A5979500000140026,脸部太瘦了可以添脂肪吗,,面部填充
A5860280005614000,我想问一下 做了全脸填充一般几天可以洗脸敷面膜,,面部填充
A4276530004433004,面部凹坑可以通过激光点阵消除吗,,面部填充
A5860280005806020,自体脂肪全脸填充多少钱呢,,面部填充
A5860280006265000,脂肪填充面部,,面部填充
A2860740006378006,脸部凹陷可以用脂肪填充吗,,面部填充
A9001430006336020,为什么我做全脸没有给我填充眼部呢别,,面部填充
A2860740002313002,脸上的坑可以弄好吗,,面部填充
A2367960000094005,面部缺陷严重能修复吗？,,面部填充
A5854910007437010,一般玻尿酸丰脸能保持多久,,面部填充
A5860280004629000,面部脂肪填充活动价是多少,,面部填充
A5854910010455000,不知道怎么的昨天一看脸上突然有一块凹下去了,,面部填充
A5854910003208000,鼻子，全脸填充,,面部填充
A5998600000537002,我想做全脸面部填充,,面部填充
A6577100009048017,是脸部注射？,,面部填充
A5854910017880010,脸上需要了解脂肪厚度吗？,,面部填充
A6658970000981000,自体脂肪填充面部,,面部填充
A5854910000777000,脸部填充,,面部填充
A7419650010205019,那面部填充呢,,面部填充
A3226050000514001,脸上填充用什么填,,面部填充
A8412990011780003,面部填充包括眼睛吗,,面部填充
A6068820007878001,我眉毛中上有个坑，可以填充吗,,面部填充
A5854910004975000,面部自体脂肪填充什么价位,,面部填充
A5854910014785001,你好，请问你们医院全脸填充脂肪多少钱？,,面部填充
A5854910010501000,想问一下，我脸上有一点凹陷，能填平吗？,,面部填充
A5854910008132015,设计全面部填充方案。,,面部填充
A3758610000290000,全脸填充多少钱,,面部填充
A5854910010599000,玻尿酸填充脸的话，会有副作用吗,,面部填充
A5860280004548030,玻尿酸是什么牌子，我现在在想是做面部是做脂肪填充还是玻尿酸填充，脂肪填充存活率不高,,面部填充
A5860280005677000,全面部填充多少钱？,,面部填充
An,你好，相了解一下面部脂肪填充,,面部填充
A5854910013501000,适合打脸部玻尿酸嘛,,面部填充
A5860280003494000,15800全脸脂肪填充，还有没其他费用,,面部填充
An,棉布填充用什么好,,面部填充
A5854910012612000,全脸脂肪填充有活动吗,,面部填充
A39968700044940,狐臭可以根治吗？,,狐臭整形
A84129900048870,只是有流汗时才有狐臭味，请问如何根治,,狐臭整形
A84129900056460,13023942621 狐臭手术,,狐臭整形
A85300000004240,狐臭手术？,,狐臭整形
A84129900007820,您好，做狐臭微创手术大概多久恢复？,,狐臭整形
A84129900104390,治疗狐臭大概需要多少,,狐臭整形
A8412990001103005,狐臭微创手术治疗后脚臭还会不会有,,狐臭整形
A84129900027230,你好，你们这里有治疗狐臭吗,,狐臭整形
A42765300129320,查询费用  18776595472  狐臭,,狐臭整形
A58602800113640,请问你们有没有去狐臭的项目,,狐臭整形
A84129900075810,狐臭有几种的吗,,狐臭整形
A8412990012163008,没办法治狐臭吗,,狐臭整形
A84129900081790,你们那去除狐臭手术多少钱,,狐臭整形
A84129900089360,治疗狐臭需要费用,,狐臭整形
A58602800114420,治疗狐臭手术需要多少钱？,,狐臭整形
A89116700067570,想问一下狐臭可以治疗？,,狐臭整形
A37586100005140,做狐臭手术那个彻底,,狐臭整形
A84129900013120,割狐臭,,狐臭整形
A84129900075130,狐臭能根除嘛,,狐臭整形
A8412990011295009,我前天给个男孩子接吻，昨天早上就觉得怪怪的，这个男生有狐臭，是不是他传染给我的？,,狐臭整形
A58602800114880,请问做狐臭多少钱,,狐臭整形
A42765300143750,有祛狐臭的吗,,狐臭整形
A84129900106330,十四五岁的男孩子狐臭，要有办法治疗吗？十四五岁的男孩子有狐臭，有办法治疗吗？,,狐臭整形
A84129900031010,做狐臭多少线，要多久可以正常活动,,狐臭整形
A84129900005520,请问狐臭到底能不能根除呢,,狐臭整形
A7261990002859006,我没狐臭，就是别人身上的狐臭会传染给我吗,,狐臭整形
A39968700044360,狐臭手术15岁孩子可以做吗？,,狐臭整形
A18177800014870,治疗狐臭,,狐臭整形
A84129900036660,那我还想问一下，你那边去狐臭多少钱啊,,狐臭整形
A84129900021320,我想做狐臭手术,,狐臭整形
A84129900065020,这么去除狐臭,,狐臭整形
A84129900083240,狐臭你们哪里多少钱,,狐臭整形
A88395800002480,狐臭手术是微创的吗？术后多久恢复？,,狐臭整形
A58549100006710,做狐臭手术,,狐臭整形
A42765300164970,去除狐臭的有什么,,狐臭整形
A18177800176020,你好，狐臭打针好，还是手术好？,,狐臭整形
A18177800160680,激光狐臭不行吗,,狐臭整形
A84129900114770,你好，狐臭手术怎么收费,,狐臭整形
A4276530016497028,去除狐臭的有什么吗,,狐臭整形
A84129900011020,做一个狐臭要多少钱,,狐臭整形
A18177800081450,肉毒可以祛狐臭吗,,狐臭整形
A2860740009442010,这种雀斑会让皮肤变薄敏感吗,,祛雀斑
A5860280011272003,咨询雀斑,,祛雀斑
A6068820010252002,雀斑可以点吗,,祛雀斑
A2367960003242022,怎么会有雀斑,,祛雀斑
A2367960002699002,雀斑怎么弄,,祛雀斑
A5860280014887001,您好，我想咨询一下镭射祛斑和皮秒祛斑有什么差别呢？（雀斑）,,祛雀斑
A6068820007438001,32岁 激光治疗雀斑,,祛雀斑
A2875580003248016,我这个是属于雀斑吗,,祛雀斑
A9170690006428012,那就是雀斑吧,,祛雀斑
A6658970001859002,雀斑长什么样子？,,祛雀斑
A5534870001344002,我的脸上有雀斑,,祛雀斑
A3758610000412001,雀斑能去除嘛？,,祛雀斑
A8839580000175007,脸上有遗传性雀斑,,祛雀斑
A4276530000144007,去雀斑你们那有什么方法,,祛雀斑
A4276530014989015,我想问下 雀斑有没有可能也有长手上的了,,祛雀斑
A5854910018171002,我脸上有雀斑请问怎么能去掉,,祛雀斑
A5854910005055012,我想是雀斑吧,,祛雀斑
A6658970003262002,雀斑怎么治,,祛雀斑
A5015660012079000,遗传雀斑能去除吗,,祛雀斑
A5015660010675002,请问雀斑怎么做,,祛雀斑
A5860280003916002,你好可以雀斑吗？,,祛雀斑
A2860740004993009,嗯，雀斑不是遗传雀也不是一般做好的都不会反弹吗？,,祛雀斑
A8839580000075002,雀斑是怎么形成的,,祛雀斑
A5854910017083002,请问二十几岁的青年脸部有雀斑能治吗？,,祛雀斑
A6068820002277016,我脸上有一些小斑点，感觉像雀斑吧，从小就有，颜色比较淡  这个一般坐什么可以去掉？,,祛雀斑
A5860280015671001,去雀斑我看到有2种,,祛雀斑
A9170690005263008,浅表层雀斑,,祛雀斑
A9002430001282000,你好 皮秒去雀斑这个脸上有玻尿算的能做吗,,祛雀斑
A6658970003291009,能不能自己在生活中去雀斑,,祛雀斑
A2875580005732002,我的脸上有雀斑要整样处掉,,祛雀斑
A5861350010857018,你好，我想问一下你们那个雀斑是激光去吗？,,祛雀斑
A4276530011458001,我看了，怎么没有祛雀斑，只有去痘呢？,,祛雀斑
A2875580012996001,手臂上长小雀斑可以去吗？,,祛雀斑
A2367960004006002,脸上的苍蝇屎怎么去除,,祛雀斑
A5854910014078001,雀斑  而且是遗传性的  如何去除,,祛雀斑
A1817780015913002,"我想咨询""激光雀斑会反弹吗""",,祛雀斑
A1527530012773024,听说那些5天根治雀斑的。是真假,,祛雀斑
A5732510000038004,我的大多数是雀斑,,祛雀斑
A4276530001210025,这是雀斑吗,,祛雀斑
A5861350005499002,雀斑可以去掉嘛,,祛雀斑
A2875580005905000,要怎样去除雀斑,,祛雀斑
A5861350001015005,隆鼻的话是不是都会有点透光,,隆鼻
A1527530006612001,鼻子踏怎么做好尔且看着自然,,隆鼻
A6577100002050017,你说的二段就是肌肉组织隆鼻吗,,隆鼻
A5727500003276007,我的鼻子比较踏可以改善,,隆鼻
A1817780016331004,"我想咨询""怎么让鼻子变挺""",,隆鼻
A9170690006789002,我想咨询一下韩式隆鼻,,隆鼻
A4276530010736001,怎么让鼻梁变高？,,隆鼻
A8911670004704001,我隆鼻修复失败了，现在取出假体，请问多久才可以重新做隆鼻,鼻部修复#鼻部假体取出,隆鼻
A9170690004546000,自体隆鼻的价格一般情况下是多少钱,,隆鼻
A6068820002593002,你好 咨询 隆鼻,,隆鼻
A6708030003649007,我就是鼻山根塌,,隆鼻
A8911670005622001,用什么小妙招可以把鼻子变挺吗,,隆鼻
A5727500002131009,我觉得自己的山根有点低,,隆鼻
A5015660007583002,请问你们隆鼻怎么做,,隆鼻
A7830660007979005,咨询一下隆鼻。,,隆鼻
A9963270003360000,请问鼻息肉能隆鼻吗,,隆鼻
A7419650012166021,好想做假体耳软骨隆鼻,,隆鼻
A8363010006958005,隆鼻一毫升有什么用,,隆鼻
A4276530004666004,比子太矮了，不好看，所以想弄好看一点,,隆鼻
A6068820004458003,鼻子扁能隆吗,,隆鼻
A5854910005785017,那有几种材料隆鼻了,,隆鼻
A7419650004908002,隆鼻是做的那种鼻子？,,隆鼻
A6577100012062023,我只想咨询一下隆鼻方面,,隆鼻
A8881750001288007,鼻梁不够挺,,隆鼻
A2860740008108004,不开刀能垫高鼻吗,,隆鼻
A6068820005992001,垫鼻梁可以吗,,隆鼻
A7419650010045003,就是现在我的鼻子踏踏的,,隆鼻
A1159720001128010,就鼻梁的高度,,隆鼻
A5860280007135007,我鼻子特别塌，想垫一下,,隆鼻
A8412990010330001,做隆鼻需要多少钱,,隆鼻
A9170690009953008,一般是去医院，根据实际情况选择隆鼻方式吗,,隆鼻
A9170690007145004,请问鼻子瘪的可以整挺吗,,隆鼻
A2860740000462012,鼻不够高,,隆鼻
A8530000002130001,你好请问你这有隆鼻永久性的吗？,,隆鼻
A7261990003729001,暑假两个月的时间，做什么事可以拿鼻子变挺。,,隆鼻
A5998600002804018,就是鼻子想挺点,,隆鼻
A8363010001064031,我现在就是还没有吸收掉 可以做吗,,自体脂肪填充
A1817780001712003,自体脂肪填充是永久的吗,,自体脂肪填充
A6068820004190001,腿型脂肪填充有吗,,自体脂肪填充
A8412990005093003,自体脂肪更合适呢,,自体脂肪填充
A5854910001659009,是不是自体填充要好一点,,自体脂肪填充
A8530000001348002,自体脂肪填充，填充的脂肪会随着体重不减轻，而消除吗,,自体脂肪填充
A8412990004760013,你们家脂肪填充是怎么做的,,自体脂肪填充
A9170690014438012,然后想做个脂肪填充,,自体脂肪填充
A5860280004556001,你好，我想咨询一下脂肪填充,,自体脂肪填充
An,自身脂肪的呢谁料,,自体脂肪填充
A6903320001481003,不明注射物取出多久可以做脂肪填充呢,,自体脂肪填充
A5015660002769010,自身脂肪填充是永久的吗,,自体脂肪填充
A1159720001990015,自体脂肪是一种什么样的填充,,自体脂肪填充
A1527530000625026,自体脂肪可以支撑多少年,,自体脂肪填充
A5854910007910031,怕自体脂肪填充后会不完全吸收掉,,自体脂肪填充
A5015660012132008,自体脂肪是抽哪里的脂肪,,自体脂肪填充
A4276530003764002,请问假体取出后可以做脂肪填充吗,,自体脂肪填充
A8388040000634011,自体脂肪会被吸收掉的吧,,自体脂肪填充
A5860280007394003,请问玻尿酸好还是自体脂肪填充好啊,,自体脂肪填充
A5015660013150005,没有，听朋友说这个好，想了解一下和自体脂肪的区别,,自体脂肪填充
A2367960005585008,自体脂肪也能？,,自体脂肪填充
A6903320000625006,什么叫自体脂肪啊,,自体脂肪填充
A5015660007674016,自身脂肪的呢,,自体脂肪填充
A6708030002290006,我想先了解比较瘦可以做自体脂肪吗,,自体脂肪填充
A2875580004924004,什么是自体脂肪,,自体脂肪填充
A2875580003299040,脂肪填充要多少钱呢,,自体脂肪填充
A8412990004449015,是的，我想做自体脂肪,,自体脂肪填充
A8363010004173002,我想问一下脂肪填充,,自体脂肪填充
A6903320001729002,自体脂肪填充多少钱呀？,,自体脂肪填充
A5860280012421004,我在想到底是脂肪填充还是全玻尿酸填充,,自体脂肪填充
A6068820002427006,自体脂肪还是玻尿酸,,自体脂肪填充
A4276530011279010,有自体脂肪吗,,自体脂肪填充
A1159720001401014,我的胳膊很粗，用胳膊脂肪填充可以吗,,自体脂肪填充
A7419650009615046,自体脂肪如果很容易吸收,,自体脂肪填充
A7830660000371005,脂肪填充可以做吗,,自体脂肪填充
A3758610000139013,眉形不好,,眉部整形
A9170690001168022,脸没大影响，主要是眉毛,,眉部整形
A7419650010991001,50多适合做什么眉,,眉部整形
A5979500002440003,我的是天生段眉,,眉部整形
A28755800044040,您好！眉弓你们用几种方法做,,眉部整形
A5861350010955001,怎样让眉毛颜色更重,,眉部整形
A84129900079310,就是眉毛稀少,,眉部整形
A1800280001425010,我这个年龄，是做绣眉好还是植眉？,,眉部整形
A42765300080060,眉形跟眉毛过少,,眉部整形
A60688200152420,眉弓定格,,眉部整形
A4276530007913006,那919做的是哪一种眉,,眉部整形
A6068820012418021,传统切眉吧,,眉部整形
A1600310000511009,眉毛杂乱不成型，画宿手残,,眉部整形
A5534870000697016,给人看起来老像是在皱眉,,眉部整形
A7419650000733001,我需要做㞒毛，,,眉部整形
A1817780005700001,雾眉没做好可以溶解吗,,眉部整形
A2367960005298003,眉毛浇起来,,眉部整形
A5854910010957001,眉毛发红能修复吗,,眉部整形
A6068820010475004,眉毛比较稀,,眉部整形
A5015660008658067,不是说在眉毛的边缘开口吗,,眉部整形
A7830660002723006,我额头上的奥美定流到了眉毛  我想做眉毛 可以做吗,,眉部整形
A6068820003494020,真眉毛怎样处理掉？,,眉部整形
A72619900021430,我的眉毛是这样子的。一边比较多，一边比较少。,,眉部整形
A8412990003967020,根眉是线条眉吗,,眉部整形
A18177800073400,眉毛不少就是没啥形状,,眉部整形
A6068820016392004,你好，咱们现在的技术眉毛都是怎么做呀,,眉部整形
A5860280013158015,根状眉是吗,,眉部整形
A15275300004970,主要是眉毛稀少,,眉部整形
A58549100068960,眉毛稀少,,眉部整形
A39968700000540,她的眉毛比较少,,眉部整形
A85300000041290,我的眉毛比较少,,眉部整形
A8330100000078001,可以先设计眉型吗？,,眉部整形
A50156600065600,眉毛尾少宽的人好不好,,眉部整形
A9170690015562005,眉弓是不是眉毛的位置,,眉部整形
A9002320002422000,可以作私处整形吗,,私密整形
A8997980016910029,做私密整形，是不是恢复期很长,,私密整形
A7419650006197001,请问，可以阴道再造吗,,私密整形
A1159720005805002,你好，我想咨询私处整形,,私密整形
A1817780003985000,你们那可以做小阴唇整形手术吗,,私密整形
A5861350001919005,阴唇整型手术,,私密整形
A1800280001901002,你好我问一下私密都是怎么做的呀,,私密整形
A7830660004498009,可以阴唇打孔吗,,私密整形
A5979500002422000,可以做私处整形吗,,私密整形
A6068820009249000,请问你们家做私处整形么,,私密整形
A8839580002036001,您好，我想问一下阴唇整形大概要多少钱？,,私密整形
A1850300002202037,好像一个阴唇整形手术的是吧。,,私密整形
A5854910009232004,我家小孩龟头上有一块黑色的,,私密整形
A58549100013880,有妇科病能做私密手术吗,,私密整形
An,有私处整形吗1,,私密整形
A9002420013782010,您能介绍一下恁院私密整形吗,,私密整形
A4276530008953003,私处激光美白,,私密整形
A5534870003019016,阴唇整形影响性欲不,,私密整形
A5854910005495010,阴唇整形，还有阴毛造型,,私密整形
A58602800119340,我想咨询一下私密项目,,私密整形
A1527530003519001,请问你们医院是否做女性私处整形？,,私密整形
A6577100000840001,阴部美容都包括什么,,私密整形
A6577100009654005,请问阴部整形需要多长时间能恢复,,私密整形
A8592480003797005,问下有没有私处整形…😓,,私密整形
A5854910010336000,私处整形 13372575687,,私密整形
A5732510015723010,感觉阴唇太丑了 黑黑的邹巴邹巴 完全就是黑木耳哈哈,,私密整形
A8363010005844032,那这个私密青春薇拉术呢,,私密整形
A5861350005403002,你们有私处整形嘛,,私密整形
A1800280012433042,我问问详细的吧，毕竟是手术，还是做阴部,,私密整形
A5860280004753000,小阴唇整形,,私密整形
A1817780008118000,私处变黑有这方面项目吗,,私密整形
A8330100008488001,我想问一下外阴萎缩能做吗？,,私密整形
A5854910018862000,你们医院给可以私处整形呗,,私密整形
A5283910003973000,上个月才打了玻尿酸填充下巴，什么时候才能做线雕？,玻尿酸丰下巴,线雕
A8839580002347015,做线雕不用打玻尿酸吧,,线雕
A6577100002513013,看到你们信息，说线雕和维持时间短，,,线雕
A6068820002664004,想了解一下4C线雕,,线雕
A1817780015807003,线雕怎样,,线雕
A5860280006084011,我知道线雕的作用，,,线雕
A5860280006254010,来过呢，去年6月做了全脸脂肪填充，感觉没效果，现在想了解一下线雕,面部填充,线雕
A1600310000129003,请问美女，线雕怎么做,,线雕
A9963270001626004,想了解一下超生刀跟线雕后期的效果,,线雕
A8330100001995008,玻尿酸 线雕,,线雕
A5860280016554001,请问你们那个19800的线雕是做哪几个部位,,线雕
A5534870000603007,线雕多少钱:保持多久,,线雕
A5283910003998001,做线雕后线吸收完，会不会比以前更老,,线雕
A2808500014110001,你好。请问线雕是在真皮层还是筋膜层,,线雕
A2875580006906010,通过仪器提升或者线雕这个是怎么做的,,线雕
A8412990003382034,我想问下，线雕是什么,,线雕
A5860280005497032,线雕是啥,,线雕
A7419650006570015,线雕还是打针？你们是,,线雕
A6658970003062030,咋们线雕是怎么做呢,,线雕
A9170690011081022,线雕是微创？,,线雕
A8911670002033015,线雕拉皮是涂抹式的吗,,线雕
A5015660002604018,25岁做线雕早吗,,线雕
A5860280004192032,你们现在线雕是怎样的,,线雕
A2367960000874011,线雕多,,线雕
A8412990002716026,好吧，那你就介绍一下线雕，,,线雕
A6903320000889003,玫瑰线提升是线雕吗,,线雕
A8363010005227031,的玻尿酸和线雕哪个维持比较久,,线雕
A8839580002602021,线雕是可以吸收的是吗,,线雕
A5854910015218001,你好，脸上烧伤过适合做线雕吗,,线雕
A3996870000247002,你好，我想问问你们做线雕多少钱？,,线雕
A1800280007037010,微创是指线雕吗,,线雕
A8363010001013004,线雕是做什么的,,线雕
A5860280004089001,你好，眼尾有小细纹是打什么针,,祛眼周皱纹
A3226050001212001,怎么去眼纹最好的方法,,祛眼周皱纹
A6068820014430002,眼角纹怎么做？,,祛眼周皱纹
A8530000000071015,1300的那个任选3项，有个除皱的可以去眼纹吗,,祛眼周皱纹
A5854910008209006,眼角纹不好看有的时候心情不好看着很难看表情像哭😭的一样,,祛眼周皱纹
A5283910000928005,眼睛下面也有网状皱纹,,祛眼周皱纹
A5860280004368015,我11月30号在你们那边打了泪沟填充的针现在可以'做你们那个眼周小熨斗吗,,祛眼周皱纹
A1527530005410008,什么方法呢？，一般人这个年龄的眼角皱纹,,祛眼周皱纹
A6068820014147025,我第一次做是两边眼不对称一宽一窄，然后一年后我又把右边眼睛做的修复，修复后就看着别扭几个月以后就出了这几条皱纹,,祛眼周皱纹
A6068820015687007,眼部除皱呢,,祛眼周皱纹
A9170690002786000,眼纹去除用什么方法,,祛眼周皱纹
A4276530001160001,想了解一下眼部皱纹很多。,,祛眼周皱纹
A2875580003448008,眼睛皱纹能治吗,,祛眼周皱纹
A1817780004585002,眼睛周围细纹,,祛眼周皱纹
A8881750000873004,女，48眼角的皱纹,,祛眼周皱纹
A2875580002196001,眼角纹是怎么产生,,祛眼周皱纹
A5860280016867012,刚做了眼袋内切，可以做眼周小熨斗吗？,祛眼袋,祛眼周皱纹
A8412990007446002,眼睛下面出现皱纹怎么办,,祛眼周皱纹
A6658970001425013,眼角抗衰老是怎么弄,,祛眼周皱纹
A2875580011941000,眼睛周围皱纹大,,祛眼周皱纹
A8881750000744015,主要是眼角纹,,祛眼周皱纹
A2860740007340015,就是下眼睑下方的细纹,,祛眼周皱纹
A2860740000281003,我有眼袋，前三个月去打了除邹针，下眼睑的，打了之后更邹了怎么办,打除皱针,祛眼周皱纹
A8330100001166004,反正就是眼睛下面有皱纹还松驰,,祛眼周皱纹
A5861350012047004,做眼底下皱纹,,祛眼周皱纹
A1800280000028003,眼角的动态纹,,祛眼周皱纹
A6068820005632003,我也不知道就是眼皮皱纹,,祛眼周皱纹
A2875580006300001,我想问一下眼角的细纹的区别,,祛眼周皱纹
A2875580000824001,眼睛下面眼袋出现皱纹这么去皱？,,祛眼周皱纹
A4276530003494030,眼纹也是这样吗？,,祛眼周皱纹
A7419650009386005,眼部祛皱有什么项目,,祛眼周皱纹
A5860280002065003,增对眼部细纹除了去皱针还有什么方案,,祛眼周皱纹
A2860740009586002,痘坑有修复的可能吗,,祛痘坑
A6068820002455003,女十六痘要没了坑能好吗,,祛痘坑
A9170690015610000,请问痘坑做什么项目比较啊,,祛痘坑
A4276530013989002,痘坑怎么治得好,,祛痘坑
A1817780002988001,豆坑怎么俢复,,祛痘坑
A8330100000869012,痘坑有一些,,祛痘坑
A9170690012888000,我想咨询下局部痘坑,,祛痘坑
A2875580005141001,请问一下激光能治疗豆坑吗,,祛痘坑
A1817780013922003,痘坑能治疗吗,,祛痘坑
A7419650003507001,痘坑能彻底去除嘛,,祛痘坑
A1817780002025002,脸上有痘坑怎么修复,,祛痘坑
A8363010000295006,还有很多痘坑,,祛痘坑
A5854910005249002,痘坑能治吗,,祛痘坑
A9170690006157038,痘坑会不会自愈呢？,,祛痘坑
A6068820014192002,痘坑能去除吗,,祛痘坑
A1817780003474005,年龄：31 2014年到现在的痘坑,,祛痘坑
An,就是有痘坑了果然,,祛痘坑
A7261990005280001,有什办法去水痘坑吗,,祛痘坑
A2860740007989003,水痘留下的痘坑能不能修复好,,祛痘坑
A8911670001427007,是不是可以去掉痘坑,,祛痘坑
A1817780003818005,22岁，痘坑6 7年了,,祛痘坑
A4276530002386007,那什么对痘坑有用呢、,,祛痘坑
A8388040001524003,痘坑怎么消除？,,祛痘坑
A7261990003705002,四十岁的痘坑能否改善,,祛痘坑
A1817780001359003,脸上有痘坑，能不能复平,,祛痘坑
A8412990007841008,填补痘坑不是好的快吗,,祛痘坑
A1817780003939004,痘坑可以祛除吗,,祛痘坑
A8530000002347002,祛痘坑的价格是多少？,,祛痘坑
A2875580000835005,痘坑会自己修复吗,,祛痘坑
A4276530005232003,我脸上好多痘坑怎么办,,祛痘坑
A2808500001059001,请问脸上干燥有痘坑怎么办呢,,祛痘坑
A6577100011010002,怎么使黑头消失,,祛黑头
A5854910008865002,鼻子上草莓一样,,祛黑头
A6658970002620001,"我想咨询""阿奴去黑头精油怎么样""",,祛黑头
A5860280002198003,想咨询去黑头,,祛黑头
A7419650007199001,鼻梁黑头好多，如何去除@,,祛黑头
A4276530016711003,主要是黑头白头,,祛黑头
A8412990001336001,黑头怎么弄比较有效果,,祛黑头
A2367960003145014,用去黑头面膜膏可以去掉吗？,,祛黑头
A9170690005905002,草莓鼻怎么办,,祛黑头
A9170690014677000,我鼻子上面有黑头怎么办？,,祛黑头
A9170690012819000,去黑头有什么方法,,祛黑头
A5015660003252003,黑头能去吗？？,,祛黑头
A8412990011546001,你好。有什么办法可以根除黑头吗,,祛黑头
A7419650013119001,去黑头都需要做什么,,祛黑头
A5854910004646005,怎么去除黑头,,祛黑头
A5854910015184008,什么是黑头,,祛黑头
A5860280014222001,黑头怎么处理,,祛黑头
A5854910000882003,脸上的黑头怎么去除,,祛黑头
A2875580015942011,请问你有学生简单的去黑头方式吗,,祛黑头
A9170690002862002,去黑头最好的办法,,祛黑头
A5854910010904010,那维E能缓解黑头吗,,祛黑头
A1527530003614007,那黑头怎么不容易得呢,,祛黑头
A5854910010107001,脸上黑头越来越多，怎么办呢？,,祛黑头
A7419650013783001,鼻子上长黑头了怎么办,,祛黑头
A9170690009707004,怎么可以去黑头啊,,祛黑头
A1817780010420004,怎么样去除黑头,,祛黑头
A5854910006958001,黑头怎么去除？怎么去除黑头？,,祛黑头
A5854910016178030,那有什么方法可以减少黑头吗,,祛黑头
A8530000000237002,有改善草莓鼻的吗,,祛黑头
A7419650015176069,小眼睛割了可以变很大吗,,割双眼皮
A1527530006326001,我刨腹产刀口增生能不能全切双眼皮,,割双眼皮
A1817780004349002,割完双眼皮做法是怎么样才会消肿了,,割双眼皮
A1527530004116011,是割眼皮？,,割双眼皮
A1850300000029010,做全切好久拆线呀。,,割双眼皮
A2860740003137006,做个眼部全切多少钱,,割双眼皮
A2860740008237004,几岁可以割双眼皮啊,,割双眼皮
A5854910007462003,内双的人割双眼皮,,割双眼皮
A3758610000819000,"我想咨询""兰州割双眼皮""",,割双眼皮
A7830660006440009,肿眼泡能割双眼皮吗？,,割双眼皮
A2259130000276000,请问一下割双眼皮,,割双眼皮
A6068820000793010,特价活动做全切双眼皮要多少钱啊,,割双眼皮
A6577100002299015,全切双眼皮不去皮怎全切？你说来听听,,割双眼皮
A7830660000570002,我想咨询一下割双眼皮的问题,,割双眼皮
A5854910015791005,切开双眼皮怎么做的,,割双眼皮
A7261990003149003,割双眼皮要拆线吗？,,割双眼皮
A8911670000372003,我想问下现在割双眼皮需要什么价位,,割双眼皮
A5015660001396005,全切双眼皮有偏自然款的吗,,割双眼皮
A1817780016340001,"我想咨询""割双眼皮是""",,割双眼皮
A2860740002093003,我13岁内双，割双眼皮好看吗？,,割双眼皮
A9170690011641020,眼睛小是不是想做多大就做多大呢,,割双眼皮
